journal_entry_id,posting_date,prepared_by,entry_date,description
2024_03 LIQ MOD 303,2024-03-31,TREPAT-TS2\DNOELIA,2024-03-31,
2024_03 MOD 592,2024-04-22,TREPAT-TS2\DCRISTINAC,2024-04-22,
2024_03_27 EMB AEAT,2024-03-21,TREPAT-TS2\DNOELIA,2024-03-21,
2024_04 DEP JM,2024-04-05,TREPAT-TS2\DNOELIA,2024-04-05,
2024_04 EMB AEAT MG,2024-04-23,TREPAT-TS2\DNOELIA,2024-04-23,
2024_04 EMB SS AR,2024-04-25,TREPAT-TS2\DBELENM,2024-04-25,
2024_04 LIQ GTOS,2024-04-26,TREPAT-TS2\DBELENM,2024-04-26,
2024_04 LIQ MOD 303,2024-04-30,TREPAT-TS2\DNOELIA,2024-04-30,
2024_04 MULTA SELENE,2024-02-27,TREPAT-TS2\DNOELIA,2024-02-27,
2024_1R TRIM MOD 420,2024-03-31,TREPAT-TS2\DNOELIA,2024-03-31,
51090,2024-04-19,TREPAT-TS2\DCONTACLIENTES,2024-04-19,
6969869-2,2024-01-12,TREPAT-TS2\DCONTACLIENTES,2024-01-12,
84315,2024-02-06,TREPAT-TS2\DCONTACLIENTES,2024-02-06,
96989,2024-02-20,TREPAT-TS2\DCONTACLIENTES,2024-02-20,
A.B. APARICIO,2024-04-30,TREPAT-TS2\DBEATRIZM,2024-04-30,
A.B.APARICIO,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AA ABRIL 2024,2024-04-30,TREPAT-TS2\DANAM,2024-04-30,
AA ENERO 2024,2024-01-31,TREPAT-TS2\DANAM,2024-01-31,
AA FEBRERO 2024,2024-02-29,TREPAT-TS2\DANAM,2024-02-29,
AA MARZO 2024,2024-03-31,TREPAT-TS2\DANAM,2024-03-31,
AC23-01293,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01549,2024-01-05,TREPAT-TS2\DBEATRIZM,2024-01-05,
AC23-01851,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-01875,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-01878,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-01904,2024-02-20,TREPAT-TS2\DBEATRIZM,2024-02-20,
AC23-01907,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-01913,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC23-01922,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-01932,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC23-01946,2024-01-17,TREPAT-TS2\DBEATRIZM,2024-01-17,
AC23-01948,2024-01-05,TREPAT-TS2\DBEATRIZM,2024-01-05,
AC23-01952,2024-02-14,TREPAT-TS2\DBEATRIZM,2024-02-14,
AC23-01954,2024-02-14,TREPAT-TS2\DBEATRIZM,2024-02-14,
AC23-01956,2024-01-05,TREPAT-TS2\DBEATRIZM,2024-01-05,
AC23-01958,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01959,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01960,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01962,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01976,2024-01-05,TREPAT-TS2\DANAM,2024-01-05,
AC23-01977,2024-01-03,TREPAT-TS2\DBEATRIZM,2024-01-03,
AC23-01978,2024-01-03,TREPAT-TS2\DBEATRIZM,2024-01-03,
AC23-01984,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC23-01985,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC23-01988,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC23-02036,2024-01-02,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00001,2024-01-02,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00002,2024-01-10,TREPAT-TS2\DBEATRIZM,2024-01-10,
AC24-00003,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00004,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00005,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00006,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00007,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00008,2024-01-10,TREPAT-TS2\DBEATRIZM,2024-01-10,
AC24-00009,2024-01-10,TREPAT-TS2\DBEATRIZM,2024-01-10,
AC24-00010,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00011,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00012,2024-01-09,TREPAT-TS2\DBEATRIZM,2024-01-09,
AC24-00013,2024-01-09,TREPAT-TS2\DBEATRIZM,2024-01-09,
AC24-00014,2024-01-09,TREPAT-TS2\DBEATRIZM,2024-01-09,
AC24-00015,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00016,2024-01-12,TREPAT-TS2\DBEATRIZM,2024-01-12,
AC24-00017,2024-01-17,TREPAT-TS2\DBEATRIZM,2024-01-17,
AC24-00018,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00019,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00020,2024-01-12,TREPAT-TS2\DBEATRIZM,2024-01-12,
AC24-00021,2024-01-02,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00022,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC24-00023,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00024,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00025,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00026,2024-01-11,TREPAT-TS2\DBEATRIZM,2024-01-11,
AC24-00027,2024-01-03,TREPAT-TS2\DBEATRIZM,2024-01-03,
AC24-00028,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00029,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00030,2024-01-06,TREPAT-TS2\DBEATRIZM,2024-01-06,
AC24-00031,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00032,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00033,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00034,2024-01-04,TREPAT-TS2\DBEATRIZM,2024-01-04,
AC24-00035,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00036,2024-01-18,TREPAT-TS2\DBEATRIZM,2024-01-18,
AC24-00037,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00038,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00039,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00040,2024-01-21,TREPAT-TS2\DBEATRIZM,2024-01-21,
AC24-00041,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00042,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00043,2024-01-20,TREPAT-TS2\DBEATRIZM,2024-01-20,
AC24-00044,2024-01-20,TREPAT-TS2\DBEATRIZM,2024-01-20,
AC24-00045,2024-01-18,TREPAT-TS2\DBEATRIZM,2024-01-18,
AC24-00046,2023-12-13,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00047,2024-01-10,TREPAT-TS2\DBEATRIZM,2024-01-10,
AC24-00048,2024-01-16,TREPAT-TS2\DIULIA,2024-01-24,
AC24-00049,2024-01-23,TREPAT-TS2\DBEATRIZM,2024-01-23,
AC24-00050,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00051,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00052,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00053,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00054,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00055,2024-02-14,TREPAT-TS2\DBEATRIZM,2024-02-14,
AC24-00056,2024-02-28,TREPAT-TS2\DCRISTINAC,2024-02-28,
AC24-00057,2024-01-24,TREPAT-TS2\DBEATRIZM,2024-01-24,
AC24-00058,2024-01-24,TREPAT-TS2\DBEATRIZM,2024-01-24,
AC24-00059,2024-01-24,TREPAT-TS2\DBEATRIZM,2024-01-24,
AC24-00060,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00061,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00062,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00063,2023-12-26,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00064,2023-12-26,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00065,2023-12-26,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00066,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00067,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00068,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00069,2023-12-30,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00070,2024-01-21,TREPAT-TS2\DBEATRIZM,2024-01-21,
AC24-00071,2024-01-28,TREPAT-TS2\DBEATRIZM,2024-01-28,
AC24-00072,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00073,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00074,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00075,2023-12-31,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00076,2024-01-09,TREPAT-TS2\DBEATRIZM,2024-01-09,
AC24-00077,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00078,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00079,2024-01-27,TREPAT-TS2\DBEATRIZM,2024-01-27,
AC24-00080,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00081,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00082,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00083,2024-02-29,TREPAT-TS2\DBEATRIZM,2024-02-29,
AC24-00084,2024-03-15,TREPAT-TS2\DBEATRIZM,2024-03-15,
AC24-00085,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00086,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00087,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00088,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00089,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00090,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00091,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00092,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00093,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00094,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00095,2024-01-25,TREPAT-TS2\DBEATRIZM,2024-01-25,
AC24-00096,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00097,2024-01-01,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00098,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00099,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00100,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00101,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00102,2024-01-30,TREPAT-TS2\DBEATRIZM,2024-01-30,
AC24-00103,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC24-00104,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC24-00105,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00106,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00107,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00108,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00109,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00110,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00111,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00112,2024-02-06,TREPAT-TS2\DBEATRIZM,2024-02-06,
AC24-00113,2024-01-30,TREPAT-TS2\DBEATRIZM,2024-01-30,
AC24-00114,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00115,2024-02-05,TREPAT-TS2\DBEATRIZM,2024-02-05,
AC24-00116,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00117,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00118,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00119,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00120,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00121,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00122,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00123,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00124,2024-01-22,TREPAT-TS2\DBEATRIZM,2024-01-22,
AC24-00125,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00126,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00127,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00128,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00129,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00130,2024-02-07,TREPAT-TS2\DIULIA,2024-02-09,
AC24-00131,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00132,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00133,2023-11-18,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00134,2023-11-19,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00135,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00136,2024-02-06,TREPAT-TS2\DBEATRIZM,2024-02-06,
AC24-00137,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC24-00138,2023-11-20,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00139,2024-02-10,TREPAT-TS2\DBEATRIZM,2024-02-10,
AC24-00140,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00141,2024-01-30,TREPAT-TS2\DBEATRIZM,2024-01-30,
AC24-00142,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00143,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00144,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00145,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00146,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00147,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00148,2024-01-21,TREPAT-TS2\DBEATRIZM,2024-01-21,
AC24-00149,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00150,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00151,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00152,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00153,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00154,2024-01-30,TREPAT-TS2\DBEATRIZM,2024-01-30,
AC24-00155,2024-01-30,TREPAT-TS2\DBEATRIZM,2024-01-30,
AC24-00156,2024-02-11,TREPAT-TS2\DBEATRIZM,2024-02-11,
AC24-00157,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00158,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00159,2023-11-16,TREPAT-TS2\DBEATRIZM,2024-01-02,
AC24-00160,2024-01-26,TREPAT-TS2\DBEATRIZM,2024-01-26,
AC24-00161,2024-01-05,TREPAT-TS2\DBEATRIZM,2024-01-05,
AC24-00162,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00163,2024-01-06,TREPAT-TS2\DBEATRIZM,2024-01-06,
AC24-00164,2024-01-05,TREPAT-TS2\DBEATRIZM,2024-01-05,
AC24-00165,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-01-19,
AC24-00166,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00167,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00168,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00169,2024-01-15,TREPAT-TS2\DBEATRIZM,2024-01-15,
AC24-00170,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00171,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-01-31,
AC24-00172,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00173,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00174,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00175,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00176,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00177,2024-01-16,TREPAT-TS2\DBEATRIZM,2024-01-16,
AC24-00178,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00179,2024-01-17,TREPAT-TS2\DBEATRIZM,2024-01-17,
AC24-00180,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00181,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00182,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00183,2024-01-29,TREPAT-TS2\DBEATRIZM,2024-01-29,
AC24-00184,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00185,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00186,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00187,2024-02-13,TREPAT-TS2\DBEATRIZM,2024-02-13,
AC24-00188,2024-01-19,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00189,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00190,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00191,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00192,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00193,2024-03-01,TREPAT-TS2\DBEATRIZM,2024-03-01,
AC24-00194,2024-02-16,TREPAT-TS2\DBEATRIZM,2024-02-16,
AC24-00195,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00196,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00197,2024-02-15,TREPAT-TS2\DBEATRIZM,2024-02-15,
AC24-00198,2024-02-03,TREPAT-TS2\DBEATRIZM,2024-02-03,
AC24-00199,2024-02-03,TREPAT-TS2\DBEATRIZM,2024-02-03,
AC24-00200,2024-02-14,TREPAT-TS2\DBEATRIZM,2024-02-14,
AC24-00201,2024-02-20,TREPAT-TS2\DBEATRIZM,2024-02-20,
AC24-00202,2024-02-13,TREPAT-TS2\DBEATRIZM,2024-02-13,
AC24-00203,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00204,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00205,2024-02-12,TREPAT-TS2\DBEATRIZM,2024-02-12,
AC24-00206,2024-03-15,TREPAT-TS2\DBEATRIZM,2024-03-15,
AC24-00207,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00208,2024-02-12,TREPAT-TS2\DBEATRIZM,2024-02-12,
AC24-00209,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00210,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00211,2024-02-12,TREPAT-TS2\DBEATRIZM,2024-02-12,
AC24-00212,2024-02-01,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00213,2024-02-05,TREPAT-TS2\DBEATRIZM,2024-02-05,
AC24-00214,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00215,2024-02-20,TREPAT-TS2\DBEATRIZM,2024-02-20,
AC24-00216,2024-02-02,TREPAT-TS2\DBEATRIZM,2024-02-02,
AC24-00217,2024-02-26,TREPAT-TS2\DBEATRIZM,2024-02-26,
AC24-00218,2024-02-19,TREPAT-TS2\DBEATRIZM,2024-02-19,
AC24-00219,2024-02-23,TREPAT-TS2\DBEATRIZM,2024-02-23,
AC24-00220,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00221,2024-02-20,TREPAT-TS2\DBEATRIZM,2024-02-20,
AC24-00222,2024-01-31,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00223,2023-11-24,TREPAT-TS2\DBEATRIZM,2024-02-01,
AC24-00224,2024-02-05,TREPAT-TS2\DBEATRIZM,2024-02-05,
AC24-00225,2024-02-05,TREPAT-TS2\DBEATRIZM,2024-02-05,
