journal_entry_id,posting_date,prepared_by,entry_date,description
R24-00566,2024-02-13,TREPAT-TS2\DRESPFACTURACION,2024-02-13,
R24-00567,2024-02-13,TREPAT-TS2\DRESPFACTURACION,2024-02-13,
R24-00568,2024-02-13,TREPAT-TS2\DMARIBELR,2024-02-13,
R24-00569,2024-02-13,TREPAT-TS2\DMARIBELR,2024-02-13,
R24-00570,2024-02-13,TREPAT-TS2\DCONTACLIENTES,2024-02-13,
R24-00571,2024-02-13,TREPAT-TS2\DRESPFACTURACION,2024-02-13,
R24-00572,2024-02-13,TREPAT-TS2\DTONYI,2024-02-13,
R24-00573,2024-02-14,TREPAT-TS2\DCONTACLIENTES,2024-02-14,
R24-00574,2024-02-13,TREPAT-TS2\DTONYI,2024-02-13,
R24-00575,2024-02-13,TREPAT-TS2\DSONIAT,2024-02-13,
R24-00576,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00577,2024-02-14,TREPAT-TS2\DCONTACLIENTES,2024-02-14,
R24-00578,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00579,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00580,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00581,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00582,2024-02-14,TREPAT-TS2\DRESPFACTURACION,2024-02-14,
R24-00583,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00584,2024-02-14,TREPAT-TS2\DTONYI,2024-02-14,
R24-00585,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00586,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00587,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00588,2024-02-15,TREPAT-TS2\DTONYI,2024-02-15,
R24-00589,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00590,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00591,2024-02-15,TREPAT-TS2\DSONIAT,2024-02-15,
R24-00592,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00593,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00594,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00595,2024-02-15,TREPAT-TS2\DSONIAT,2024-02-15,
R24-00596,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00597,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00598,2024-02-15,TREPAT-TS2\DTONYI,2024-02-15,
R24-00599,2024-02-15,TREPAT-TS2\DTONYI,2024-02-15,
R24-00600,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00601,2024-02-15,TREPAT-TS2\DSONIAT,2024-02-15,
R24-00602,2024-02-15,TREPAT-TS2\DRESPFACTURACION,2024-02-15,
R24-00603,2024-02-15,TREPAT-TS2\DSONIAT,2024-02-15,
R24-00604,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00605,2024-02-15,TREPAT-TS2\DCONTACLIENTES,2024-02-15,
R24-00606,2024-02-15,TREPAT-TS2\DSONIAT,2024-02-15,
R24-00607,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00608,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00609,2024-02-16,TREPAT-TS2\DTONYI,2024-02-16,
R24-00610,2024-02-16,TREPAT-TS2\DCONTACLIENTES,2024-02-16,
R24-00611,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00612,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00613,2024-02-19,TREPAT-TS2\DCONTACLIENTES,2024-02-19,
R24-00614,2024-02-16,TREPAT-TS2\DSONIAT,2024-02-16,
R24-00615,2024-02-16,TREPAT-TS2\DSONIAT,2024-02-16,
R24-00616,2024-02-16,TREPAT-TS2\DSONIAT,2024-02-16,
R24-00617,2024-02-19,TREPAT-TS2\DCONTACLIENTES,2024-02-19,
R24-00618,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00619,2024-02-16,TREPAT-TS2\DRESPFACTURACION,2024-02-16,
R24-00620,2024-02-19,TREPAT-TS2\DCONTACLIENTES,2024-02-19,
R24-00621,2024-02-19,TREPAT-TS2\DMARIBELR,2024-02-19,
R24-00622,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00623,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00624,2024-02-20,TREPAT-TS2\DCONTACLIENTES,2024-02-20,
R24-00625,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00626,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00627,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00628,2024-02-20,TREPAT-TS2\DCONTACLIENTES,2024-02-20,
R24-00629,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00630,2024-02-19,TREPAT-TS2\DTONYI,2024-02-19,
R24-00631,2024-02-20,TREPAT-TS2\DMARIBELR,2024-02-20,
R24-00632,2024-02-20,TREPAT-TS2\DTONYI,2024-02-20,
R24-00633,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00634,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00635,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00636,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00637,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00638,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00639,2024-02-20,TREPAT-TS2\DTONYI,2024-02-20,
R24-00640,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00641,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00642,2024-02-20,TREPAT-TS2\DTONYI,2024-02-20,
R24-00643,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00644,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00645,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00646,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00647,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00648,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00649,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00650,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00651,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00652,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00653,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00654,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00655,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00656,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00657,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00658,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00659,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00660,2024-02-20,TREPAT-TS2\DISABELP,2024-02-20,
R24-00661,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00662,2024-03-07,TREPAT-TS2\DCONTACLIENTES,2024-03-07,
R24-00663,2024-02-21,TREPAT-TS2\DRESPFACTURACION,2024-02-21,
R24-00664,2024-02-21,TREPAT-TS2\DRESPFACTURACION,2024-02-21,
R24-00665,2024-02-21,TREPAT-TS2\DTONYI,2024-02-21,
R24-00666,2024-02-21,TREPAT-TS2\DCONTACLIENTES,2024-02-21,
R24-00667,2024-02-21,TREPAT-TS2\DRESPFACTURACION,2024-02-21,
R24-00668,2024-02-21,TREPAT-TS2\DMARIBELR,2024-02-21,
R24-00669,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00670,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00671,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00672,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00673,2024-02-22,TREPAT-TS2\DCONTACLIENTES,2024-02-22,
R24-00674,2024-02-22,TREPAT-TS2\DCONTACLIENTES,2024-02-22,
R24-00675,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00676,2024-02-21,TREPAT-TS2\DRESPFACTURACION,2024-02-21,
R24-00677,2024-02-21,TREPAT-TS2\DRESPFACTURACION,2024-02-21,
R24-00678,2024-02-22,TREPAT-TS2\DCONTACLIENTES,2024-02-22,
R24-00679,2024-02-21,TREPAT-TS2\DISABELP,2024-02-21,
R24-00680,2024-02-22,TREPAT-TS2\DRESPFACTURACION,2024-02-22,
R24-00681,2024-02-22,TREPAT-TS2\DTONYI,2024-02-22,
R24-00682,2024-02-22,TREPAT-TS2\DISABELP,2024-02-22,
R24-00683,2024-02-22,TREPAT-TS2\DISABELP,2024-02-22,
R24-00684,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00685,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00686,2024-02-22,TREPAT-TS2\DMARIBELR,2024-02-22,
R24-00687,2024-02-22,TREPAT-TS2\DRESPFACTURACION,2024-02-22,
R24-00688,2024-02-22,TREPAT-TS2\DRESPFACTURACION,2024-02-22,
R24-00689,2024-02-22,TREPAT-TS2\DRESPFACTURACION,2024-02-22,
R24-00690,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00691,2024-02-22,TREPAT-TS2\DISABELP,2024-02-22,
R24-00692,2024-02-22,TREPAT-TS2\DISABELP,2024-02-22,
R24-00693,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00694,2024-02-23,TREPAT-TS2\DISABELP,2024-02-23,
R24-00695,2024-02-23,TREPAT-TS2\DISABELP,2024-02-23,
R24-00696,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00697,2024-02-23,TREPAT-TS2\DISABELP,2024-02-23,
R24-00698,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00699,2024-02-23,TREPAT-TS2\DISABELP,2024-02-23,
R24-00700,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00701,2024-02-23,TREPAT-TS2\DCONTACLIENTES,2024-02-23,
R24-00702,2024-02-23,TREPAT-TS2\DSONIAT,2024-02-23,
R24-00703,2024-02-23,TREPAT-TS2\DSONIAT,2024-02-23,
R24-00704,2024-02-23,TREPAT-TS2\DSONIAT,2024-02-23,
R24-00705,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00706,2024-02-26,TREPAT-TS2\DCONTACLIENTES,2024-02-26,
R24-00707,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00708,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00709,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00710,2024-02-26,TREPAT-TS2\DTONYI,2024-02-26,
R24-00711,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00712,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00713,2024-02-26,TREPAT-TS2\DTONYI,2024-02-26,
R24-00714,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00715,2024-02-26,TREPAT-TS2\DCONTACLIENTES,2024-02-26,
R24-00716,2024-02-27,TREPAT-TS2\DCONTACLIENTES,2024-02-27,
R24-00717,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00718,2024-02-26,TREPAT-TS2\DMARIBELR,2024-02-26,
R24-00719,2024-02-26,TREPAT-TS2\DCONTACLIENTES,2024-02-26,
R24-00720,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00721,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00722,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00723,2024-02-26,TREPAT-TS2\DRESPFACTURACION,2024-02-26,
R24-00724,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00725,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00726,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00727,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00728,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00729,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00730,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00731,2024-02-26,TREPAT-TS2\DSONIAT,2024-02-26,
R24-00732,2024-02-27,TREPAT-TS2\DMARIBELR,2024-02-27,
R24-00733,2024-02-27,TREPAT-TS2\DMARIBELR,2024-02-27,
R24-00734,2024-02-27,TREPAT-TS2\DMARIBELR,2024-02-27,
R24-00735,2024-02-27,TREPAT-TS2\DISABELP,2024-02-27,
R24-00736,2024-02-27,TREPAT-TS2\DISABELP,2024-02-27,
R24-00737,2024-02-27,TREPAT-TS2\DRESPFACTURACION,2024-02-27,
R24-00738,2024-02-28,TREPAT-TS2\DISABELP,2024-02-28,
R24-00739,2024-02-28,TREPAT-TS2\DCONTACLIENTES,2024-02-28,
R24-00740,2024-02-28,TREPAT-TS2\DRESPFACTURACION,2024-02-28,
R24-00741,2024-02-28,TREPAT-TS2\DRESPFACTURACION,2024-02-28,
R24-00742,2024-02-28,TREPAT-TS2\DTONYI,2024-02-28,
R24-00743,2024-02-28,TREPAT-TS2\DRESPFACTURACION,2024-02-28,
R24-00744,2024-02-28,TREPAT-TS2\DCONTACLIENTES,2024-02-28,
R24-00745,2024-02-28,TREPAT-TS2\DISABELP,2024-02-28,
R24-00746,2024-02-28,TREPAT-TS2\DCONTACLIENTES,2024-02-28,
R24-00747,2024-02-28,TREPAT-TS2\DCONTACLIENTES,2024-02-28,
R24-00748,2024-02-28,TREPAT-TS2\DISABELP,2024-02-28,
R24-00749,2024-02-28,TREPAT-TS2\DISABELP,2024-02-28,
R24-00750,2024-02-28,TREPAT-TS2\DRESPFACTURACION,2024-02-28,
R24-00751,2024-02-29,TREPAT-TS2\DISABELP,2024-02-29,
R24-00752,2024-02-29,TREPAT-TS2\DRESPFACTURACION,2024-02-29,
R24-00753,2024-02-29,TREPAT-TS2\DMARIBELR,2024-02-29,
R24-00754,2024-02-29,TREPAT-TS2\DISABELP,2024-02-29,
R24-00755,2024-02-29,TREPAT-TS2\DSONIAT,2024-02-29,
R24-00756,2024-03-01,TREPAT-TS2\DSONIAT,2024-03-01,
R24-00757,2024-03-01,TREPAT-TS2\DISABELP,2024-03-01,
R24-00758,2024-03-01,TREPAT-TS2\DISABELP,2024-03-01,
R24-00759,2024-03-01,TREPAT-TS2\DISABELP,2024-03-01,
R24-00760,2024-03-01,TREPAT-TS2\DISABELP,2024-03-01,
R24-00761,2024-03-01,TREPAT-TS2\DISABELP,2024-03-01,
R24-00762,2024-03-01,TREPAT-TS2\DTONYI,2024-03-01,
R24-00763,2024-03-01,TREPAT-TS2\DSONIAT,2024-03-01,
R24-00764,2024-03-04,TREPAT-TS2\DCONTACLIENTES,2024-03-04,
R24-00765,2024-03-01,TREPAT-TS2\DRESPFACTURACION,2024-03-01,
R24-00766,2024-03-01,TREPAT-TS2\DMARIBELR,2024-03-01,
R24-00767,2024-03-01,TREPAT-TS2\DTONYI,2024-03-01,
R24-00768,2024-03-01,TREPAT-TS2\DRESPFACTURACION,2024-03-01,
R24-00769,2024-03-01,TREPAT-TS2\DSONIAT,2024-03-01,
R24-00770,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00771,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00772,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00773,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00774,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00775,2024-03-05,TREPAT-TS2\DCONTACLIENTES,2024-03-05,
R24-00776,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00777,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00778,2024-03-04,TREPAT-TS2\DCONTACLIENTES,2024-03-04,
R24-00779,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00780,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00781,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00782,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00783,2024-03-05,TREPAT-TS2\DCONTACLIENTES,2024-03-05,
R24-00784,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00785,2024-03-04,TREPAT-TS2\DISABELP,2024-03-04,
R24-00786,2024-03-04,TREPAT-TS2\DRESPFACTURACION,2024-03-04,
R24-00787,2024-03-05,TREPAT-TS2\DMARIBELR,2024-03-05,
R24-00788,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00789,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00790,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00791,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00792,2024-03-05,TREPAT-TS2\DMARIBELR,2024-03-05,
R24-00793,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00794,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00795,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00796,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00797,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00798,2024-03-05,TREPAT-TS2\DISABELP,2024-03-05,
R24-00799,2024-03-06,TREPAT-TS2\DCONTACLIENTES,2024-03-06,
R24-00800,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00801,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00802,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00803,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00804,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00805,2024-03-06,TREPAT-TS2\DCONTACLIENTES,2024-03-06,
R24-00806,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00807,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00808,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00809,2024-03-06,TREPAT-TS2\DSONIAT,2024-03-06,
R24-00810,2024-03-06,TREPAT-TS2\DISABELP,2024-03-06,
R24-00811,2024-03-06,TREPAT-TS2\DTONYI,2024-03-06,
R24-00812,2024-03-06,TREPAT-TS2\DTONYI,2024-03-06,
R24-00813,2024-03-07,TREPAT-TS2\DMARIBELR,2024-03-07,
R24-00814,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00815,2024-03-07,TREPAT-TS2\DCONTACLIENTES,2024-03-07,
R24-00816,2024-03-07,TREPAT-TS2\DCONTACLIENTES,2024-03-07,
R24-00817,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00818,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00819,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00820,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00821,2024-03-07,TREPAT-TS2\DMARIBELR,2024-03-07,
R24-00822,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00823,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00824,2024-03-07,TREPAT-TS2\DISABELP,2024-03-07,
R24-00825,2024-03-07,TREPAT-TS2\DSONIAT,2024-03-07,
R24-00826,2024-03-07,TREPAT-TS2\DCONTACLIENTES,2024-03-07,
R24-00827,2024-03-08,TREPAT-TS2\DCONTACLIENTES,2024-03-08,
R24-00828,2024-03-08,TREPAT-TS2\DISABELP,2024-03-08,
R24-00829,2024-03-08,TREPAT-TS2\DCONTACLIENTES,2024-03-08,
R24-00830,2024-03-08,TREPAT-TS2\DCONTACLIENTES,2024-03-08,
R24-00831,2024-03-08,TREPAT-TS2\DTONYI,2024-03-08,
R24-00832,2024-03-08,TREPAT-TS2\DMARIBELR,2024-03-08,
R24-00833,2024-03-08,TREPAT-TS2\DSONIAT,2024-03-08,
R24-00834,2024-03-08,TREPAT-TS2\DSONIAT,2024-03-08,
R24-00835,2024-03-08,TREPAT-TS2\DCONTACLIENTES,2024-03-08,
R24-00836,2024-03-08,TREPAT-TS2\DMARIBELR,2024-03-08,
R24-00837,2024-03-08,TREPAT-TS2\DISABELP,2024-03-08,
R24-00838,2024-03-08,TREPAT-TS2\DTONYI,2024-03-08,
R24-00839,2024-03-08,TREPAT-TS2\DSONIAT,2024-03-08,
R24-00840,2024-03-08,TREPAT-TS2\DSONIAT,2024-03-08,
R24-00841,2024-03-08,TREPAT-TS2\DMARIBELR,2024-03-08,
R24-00842,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00843,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00844,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00845,2024-03-11,TREPAT-TS2\DRESPFACTURACION,2024-03-11,
R24-00846,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00847,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00848,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00849,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00850,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00851,2024-03-11,TREPAT-TS2\DCONTACLIENTES,2024-03-11,
R24-00852,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00853,2024-03-11,TREPAT-TS2\DCONTACLIENTES,2024-03-11,
R24-00854,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00855,2024-03-11,TREPAT-TS2\DCONTACLIENTES,2024-03-11,
R24-00856,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00857,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00858,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00859,2024-03-11,TREPAT-TS2\DSONIAT,2024-03-11,
R24-00860,2024-03-11,TREPAT-TS2\DCONTACLIENTES,2024-03-11,
R24-00861,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00862,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00863,2024-03-11,TREPAT-TS2\DTONYI,2024-03-11,
R24-00864,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00865,2024-03-11,TREPAT-TS2\DCONTACLIENTES,2024-03-11,
R24-00866,2024-03-11,TREPAT-TS2\DISABELP,2024-03-11,
R24-00867,2024-03-11,TREPAT-TS2\DMARIBELR,2024-03-11,
R24-00868,2024-03-11,TREPAT-TS2\DSONIAT,2024-03-11,
R24-00869,2024-03-11,TREPAT-TS2\DSONIAT,2024-03-11,
R24-00870,2024-03-11,TREPAT-TS2\DRESPFACTURACION,2024-03-11,
R24-00871,2024-03-11,TREPAT-TS2\DRESPFACTURACION,2024-03-11,
R24-00872,2024-03-12,TREPAT-TS2\DTONYI,2024-03-12,
R24-00873,2024-03-12,TREPAT-TS2\DISABELP,2024-03-12,
R24-00874,2024-03-12,TREPAT-TS2\DISABELP,2024-03-12,
R24-00875,2024-03-12,TREPAT-TS2\DCONTACLIENTES,2024-03-12,
R24-00876,2024-03-12,TREPAT-TS2\DISABELP,2024-03-12,
R24-00877,2024-03-12,TREPAT-TS2\DCONTACLIENTES,2024-03-12,
R24-00878,2024-03-12,TREPAT-TS2\DISABELP,2024-03-12,
R24-00879,2024-03-13,TREPAT-TS2\DMARIBELR,2024-03-13,
R24-00880,2024-03-13,TREPAT-TS2\DISABELP,2024-03-13,
R24-00881,2024-03-13,TREPAT-TS2\DTONYI,2024-03-13,
R24-00882,2024-03-13,TREPAT-TS2\DTONYI,2024-03-13,
R24-00883,2024-03-13,TREPAT-TS2\DSONIAT,2024-03-13,
R24-00884,2024-03-13,TREPAT-TS2\DISABELP,2024-03-13,
R24-00885,2024-03-13,TREPAT-TS2\DISABELP,2024-03-13,
R24-00886,2024-03-13,TREPAT-TS2\DISABELP,2024-03-13,
R24-00887,2024-03-13,TREPAT-TS2\DTONYI,2024-03-13,
R24-00888,2024-03-13,TREPAT-TS2\DRESPFACTURACION,2024-03-13,
R24-00889,2024-03-14,TREPAT-TS2\DMARIBELR,2024-03-14,
R24-00890,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00891,2024-03-14,TREPAT-TS2\DCONTACLIENTES,2024-03-14,
R24-00892,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00893,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00894,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00895,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00896,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00897,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00898,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00899,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00900,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00901,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00902,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00903,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00904,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00905,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00906,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00907,2024-03-14,TREPAT-TS2\DISABELP,2024-03-14,
R24-00908,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00909,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00910,2024-03-14,TREPAT-TS2\DSONIAT,2024-03-14,
R24-00911,2024-03-15,TREPAT-TS2\DMARIBELR,2024-03-15,
R24-00912,2024-03-18,TREPAT-TS2\DCONTACLIENTES,2024-03-18,
R24-00913,2024-03-18,TREPAT-TS2\DCONTACLIENTES,2024-03-18,
R24-00914,2024-03-15,TREPAT-TS2\DTONYI,2024-03-15,
R24-00915,2024-03-18,TREPAT-TS2\DCONTACLIENTES,2024-03-18,
R24-00916,2024-03-18,TREPAT-TS2\DCONTACLIENTES,2024-03-18,
R24-00917,2024-03-15,TREPAT-TS2\DTONYI,2024-03-15,
R24-00918,2024-03-18,TREPAT-TS2\DCONTACLIENTES,2024-03-18,
R24-00919,2024-03-15,TREPAT-TS2\DISABELP,2024-03-15,
R24-00920,2024-04-16,TREPAT-TS2\DCONTACLIENTES,2024-04-16,
R24-00921,2024-03-18,TREPAT-TS2\DISABELP,2024-03-18,
R24-00922,2024-03-18,TREPAT-TS2\DISABELP,2024-03-18,
R24-00923,2024-03-18,TREPAT-TS2\DRESPFACTURACION,2024-03-18,
