journal_entry_id,journal_id,entry_date,entry_time,posting_date,reversal_date,effective_date,description,reference_number,source,entry_type,recurring_entry,manual_entry,adjustment_entry,prepared_by,approved_by,approval_date,entry_status,total_debit_amount,total_credit_amount,line_count,fiscal_year,period_number,user_defined_01,user_defined_02,user_defined_03
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8622,,,,2024-01-02,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8623,,,,2024-01-03,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8623,,,,2024-01-03,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8623,,,,2024-01-03,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8623,,,,2024-01-03,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8624,,,,2024-01-04,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8625,,,,2024-01-05,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
8626,,,,2024-01-06,,,,,,,,,,DREDURNT\CTRIREME,,,,,,,,,,,
