journal_entry_id,posting_date,prepared_by
252-119828,45292.0,paula.deglane
252-119935,45292.0,paula.deglane
252-119936,45292.0,paula.deglane
252-119937,45292.0,paula.deglane
252-119938,45292.0,paula.deglane
252-119939,45292.0,paula.deglane
252-119940,45292.0,paula.deglane
252-119941,45292.0,paula.deglane
252-119942,45292.0,paula.deglane
252-119943,45292.0,paula.deglane
252-119944,45292.0,paula.deglane
252-119945,45292.0,paula.deglane
252-119946,45292.0,paula.deglane
252-119947,45292.0,paula.deglane
252-119948,45292.0,paula.deglane
252-119949,45292.0,paula.deglane
252-119950,45292.0,paula.deglane
252-119951,45292.0,paula.deglane
252-119952,45292.0,paula.deglane
252-119953,45292.0,paula.deglane
252-119954,45292.0,paula.deglane
252-119955,45292.0,paula.deglane
252-119956,45292.0,paula.deglane
252-119957,45292.0,paula.deglane
252-119958,45292.0,paula.deglane
252-119959,45292.0,paula.deglane
252-119960,45292.0,paula.deglane
252-119961,45292.0,paula.deglane
252-119962,45292.0,paula.deglane
252-119963,45292.0,paula.deglane
252-119964,45292.0,paula.deglane
252-119965,45292.0,paula.deglane
252-119966,45292.0,paula.deglane
252-119967,45292.0,paula.deglane
252-119968,45292.0,paula.deglane
252-119969,45292.0,paula.deglane
252-119970,45292.0,paula.deglane
252-119971,45292.0,paula.deglane
252-119972,45292.0,paula.deglane
252-119973,45292.0,paula.deglane
252-119974,45292.0,paula.deglane
252-119975,45292.0,paula.deglane
252-119976,45292.0,paula.deglane
252-119977,45292.0,paula.deglane
252-119978,45292.0,paula.deglane
252-119979,45292.0,paula.deglane
252-119980,45292.0,paula.deglane
252-119981,45292.0,paula.deglane
252-119982,45292.0,paula.deglane
252-119983,45292.0,paula.deglane
252-119984,45292.0,paula.deglane
252-119985,45292.0,paula.deglane
252-119986,45292.0,paula.deglane
252-119987,45292.0,paula.deglane
252-119988,45292.0,paula.deglane
252-119989,45292.0,paula.deglane
252-119990,45292.0,paula.deglane
252-119991,45292.0,paula.deglane
252-119992,45292.0,paula.deglane
252-119993,45292.0,paula.deglane
252-119994,45292.0,paula.deglane
252-119995,45292.0,paula.deglane
252-119996,45292.0,paula.deglane
252-119997,45292.0,paula.deglane
252-119998,45292.0,paula.deglane
252-119999,45292.0,paula.deglane
252-120000,45292.0,paula.deglane
252-120001,45292.0,paula.deglane
252-120002,45292.0,paula.deglane
252-120003,45292.0,paula.deglane
252-120004,45292.0,paula.deglane
252-120005,45292.0,paula.deglane
252-120006,45292.0,paula.deglane
252-120007,45292.0,paula.deglane
252-120008,45292.0,paula.deglane
252-120009,45292.0,paula.deglane
252-120010,45292.0,paula.deglane
252-120011,45292.0,paula.deglane
252-120012,45292.0,paula.deglane
252-120013,45292.0,paula.deglane
252-120014,45292.0,paula.deglane
252-120015,45292.0,paula.deglane
252-120016,45292.0,paula.deglane
252-120017,45292.0,paula.deglane
252-120018,45292.0,paula.deglane
252-120019,45292.0,paula.deglane
252-120020,45292.0,paula.deglane
252-120021,45292.0,paula.deglane
252-120022,45292.0,paula.deglane
252-120023,45292.0,paula.deglane
252-120024,45292.0,paula.deglane
252-120025,45292.0,paula.deglane
252-120026,45292.0,paula.deglane
252-120027,45292.0,paula.deglane
252-120028,45292.0,paula.deglane
252-120029,45292.0,paula.deglane
252-120030,45292.0,paula.deglane
252-120031,45292.0,paula.deglane
252-120032,45292.0,paula.deglane
252-120033,45292.0,paula.deglane
252-120034,45292.0,paula.deglane
252-120035,45292.0,paula.deglane
252-120036,45292.0,paula.deglane
252-120037,45292.0,paula.deglane
252-120038,45292.0,paula.deglane
252-120039,45292.0,paula.deglane
252-120040,45292.0,paula.deglane
252-120048,45292.0,paula.deglane
252-120049,45292.0,paula.deglane
252-120050,45292.0,paula.deglane
252-120051,45292.0,paula.deglane
252-120052,45292.0,paula.deglane
252-120053,45292.0,paula.deglane
252-120064,45292.0,paula.deglane
252-120065,45292.0,paula.deglane
252-120066,45292.0,paula.deglane
252-120067,45292.0,paula.deglane
252-120068,45292.0,paula.deglane
252-120069,45292.0,paula.deglane
252-120070,45292.0,paula.deglane
252-120071,45292.0,paula.deglane
252-120072,45292.0,paula.deglane
252-120104,45292.0,paula.deglane
252-120105,45292.0,paula.deglane
252-120106,45292.0,paula.deglane
252-120107,45292.0,paula.deglane
252-120108,45292.0,paula.deglane
252-120109,45292.0,paula.deglane
252-120110,45292.0,paula.deglane
252-120111,45292.0,paula.deglane
252-120112,45292.0,paula.deglane
252-120113,45292.0,paula.deglane
252-120114,45292.0,paula.deglane
252-120115,45292.0,paula.deglane
252-120116,45292.0,paula.deglane
252-120117,45292.0,paula.deglane
252-120118,45292.0,paula.deglane
252-120119,45292.0,paula.deglane
252-120120,45292.0,paula.deglane
252-120121,45292.0,paula.deglane
252-120122,45292.0,paula.deglane
252-120123,45292.0,paula.deglane
252-120124,45292.0,paula.deglane
252-120125,45292.0,paula.deglane
252-120126,45292.0,paula.deglane
252-120127,45292.0,paula.deglane
252-120128,45292.0,paula.deglane
252-120131,45295.0,erastus.waigwa-kinyu
252-120132,45295.0,erastus.waigwa-kinyu
252-120135,45292.0,sayalero
252-120137,45296.0,elzhana.piperkova
252-120146,45292.0,sanchez
252-120148,45292.0,sanchez
252-120150,45292.0,sanchez
252-120152,45292.0,sanchez
252-120154,45292.0,sanchez
252-120156,45292.0,sanchez
252-120158,45292.0,sanchez
252-120160,45292.0,sanchez
252-120162,45292.0,sanchez
252-120164,45292.0,sanchez
252-120166,45292.0,sanchez
252-120168,45292.0,sanchez
252-120171,45292.0,sanchez
252-120172,45296.0,erastus.waigwa-kinyu
252-120180,45292.0,sanchez
252-120181,45292.0,sanchez
252-120182,45292.0,sanchez
252-120183,45292.0,sanchez
252-120184,45292.0,sanchez
252-120185,45292.0,sanchez
252-120186,45292.0,sanchez
252-120193,45292.0,sanchez
252-120195,45292.0,sanchez
252-120202,45292.0,paula.deglane
252-120203,45292.0,paula.deglane
252-120204,45292.0,paula.deglane
252-120205,45292.0,paula.deglane
252-120206,45292.0,paula.deglane
252-120207,45292.0,paula.deglane
252-120209,45292.0,sanchez
252-120216,45292.0,paula.deglane
252-120217,45292.0,paula.deglane
252-120218,45292.0,paula.deglane
252-120219,45292.0,paula.deglane
252-120221,45292.0,sanchez
252-120223,45292.0,sanchez
252-120225,45292.0,sanchez
252-120227,44445.0,sanchez
252-120229,44530.0,sanchez
252-120231,44561.0,sanchez
252-120233,44620.0,sanchez
252-120251,45292.0,sanchez
252-120252,45292.0,sanchez
252-120253,45292.0,sanchez
252-120254,45292.0,sanchez
252-120255,45292.0,sanchez
252-120256,45292.0,sanchez
252-120257,45292.0,sanchez
252-120258,45292.0,sanchez
252-120259,45292.0,sanchez
252-120260,45292.0,sanchez
252-120261,45292.0,sanchez
252-120262,45292.0,sanchez
252-120263,45292.0,sanchez
252-120264,45292.0,sanchez
252-120265,45292.0,sanchez
252-120266,45292.0,sanchez
252-120267,45292.0,sanchez
252-120269,45292.0,sanchez
252-120271,45292.0,sanchez
252-120273,45292.0,sanchez
252-120275,45292.0,sanchez
252-120277,45292.0,sanchez
252-120279,45292.0,sanchez
252-120281,45292.0,sanchez
252-120283,45292.0,sanchez
252-120324,45292.0,sanchez
252-120325,45292.0,sanchez
252-120326,45292.0,sanchez
252-120327,45292.0,sanchez
252-120328,45292.0,sanchez
252-120329,45292.0,sanchez
252-120330,45292.0,sanchez
252-120331,45292.0,sanchez
252-120332,45292.0,sanchez
252-120333,45292.0,sanchez
252-120334,45292.0,sanchez
252-120335,45292.0,sanchez
252-120336,45292.0,sanchez
252-120337,45292.0,sanchez
252-120338,45292.0,sanchez
252-120339,45292.0,sanchez
252-120340,45292.0,sanchez
252-120341,45292.0,sanchez
252-120342,45292.0,sanchez
252-120343,45292.0,sanchez
252-120344,45292.0,sanchez
252-120345,45292.0,sanchez
252-120346,45292.0,sanchez
252-120347,45292.0,sanchez
252-120348,45292.0,sanchez
252-120349,45292.0,sanchez
252-120350,45292.0,sanchez
252-120351,45292.0,sanchez
252-120352,45292.0,sanchez
252-120353,45292.0,sanchez
252-120354,45292.0,sanchez
252-120355,45292.0,sanchez
252-120356,45292.0,sanchez
252-120357,45292.0,sanchez
252-120358,45292.0,sanchez
252-120359,45292.0,sanchez
252-120360,45292.0,sanchez
252-120361,45292.0,sanchez
252-120362,45292.0,sanchez
252-120363,45292.0,sanchez
252-120368,45292.0,sanchez
252-120369,45292.0,sanchez
252-120370,45292.0,sanchez
252-120371,45292.0,sanchez
252-120373,45292.0,sanchez
252-120375,45292.0,sanchez
252-120377,45292.0,sanchez
252-120419,45292.0,sanchez
252-120420,45292.0,sanchez
252-120421,45292.0,sanchez
252-120422,45292.0,sanchez
252-120423,45292.0,sanchez
252-120424,45292.0,sanchez
252-120425,45292.0,sanchez
252-120426,45292.0,sanchez
252-120427,45292.0,sanchez
252-120428,45292.0,sanchez
252-120429,45292.0,sanchez
252-120430,45292.0,sanchez
252-120431,45292.0,sanchez
252-120432,45292.0,sanchez
252-120433,45292.0,sanchez
252-120434,45292.0,sanchez
252-120435,45292.0,sanchez
252-120436,45292.0,sanchez
252-120437,45292.0,sanchez
252-120438,45292.0,sanchez
252-120439,45292.0,sanchez
252-120440,45292.0,sanchez
252-120441,45292.0,sanchez
252-120442,45292.0,sanchez
252-120443,45292.0,sanchez
252-120444,45292.0,sanchez
252-120445,45292.0,sanchez
252-120446,45292.0,sanchez
252-120447,45292.0,sanchez
252-120448,45292.0,sanchez
252-120449,45292.0,sanchez
252-120450,45292.0,sanchez
252-120451,45292.0,sanchez
252-120452,45292.0,sanchez
252-120453,45292.0,sanchez
252-120454,45292.0,sanchez
252-120455,45292.0,sanchez
252-120456,45292.0,sanchez
252-120457,45292.0,sanchez
252-120458,45292.0,sanchez
252-120459,45292.0,sanchez
252-120460,45301.0,elzhana.piperkova
252-120466,45292.0,sanchez
252-120472,45292.0,sanchez
252-120474,45292.0,sanchez
252-120475,45302.0,elzhana.piperkova
252-120477,45292.0,sanchez
252-120479,45292.0,sanchez
252-120481,45292.0,sanchez
252-120482,45302.0,erastus.waigwa-kinyu
252-120484,45292.0,sanchez
252-120486,45292.0,sanchez
252-120487,45303.0,paula.deglane
252-120489,45292.0,sanchez
252-120491,45292.0,sanchez
252-120492,45303.0,paula.deglane
252-120494,45292.0,sanchez
252-120496,45292.0,sanchez
252-120500,45292.0,sanchez
252-120502,45292.0,sanchez
252-120504,45292.0,sanchez
252-120527,45303.0,elzhana.piperkova
252-120528,45291.0,sayalero
252-120529,45291.0,sayalero
252-120530,45301.0,erastus.waigwa-kinyu
252-120531,45301.0,erastus.waigwa-kinyu
252-120532,45301.0,erastus.waigwa-kinyu
252-120533,45301.0,erastus.waigwa-kinyu
252-120534,45301.0,erastus.waigwa-kinyu
252-120535,45301.0,erastus.waigwa-kinyu
252-120536,45301.0,erastus.waigwa-kinyu
252-120537,45301.0,erastus.waigwa-kinyu
252-120538,45291.0,sayalero
252-120539,45291.0,sayalero
252-120540,45291.0,sayalero
252-120541,45291.0,sayalero
252-120542,45291.0,sayalero
252-120543,45291.0,sayalero
252-120544,45291.0,sayalero
252-120545,45291.0,sayalero
252-120546,45303.0,erastus.waigwa-kinyu
252-120547,45303.0,erastus.waigwa-kinyu
252-120548,45303.0,erastus.waigwa-kinyu
252-120549,45303.0,erastus.waigwa-kinyu
252-120550,45303.0,erastus.waigwa-kinyu
252-120551,45303.0,erastus.waigwa-kinyu
252-120552,45303.0,erastus.waigwa-kinyu
252-120553,45303.0,erastus.waigwa-kinyu
252-120554,45303.0,erastus.waigwa-kinyu
252-120555,45303.0,erastus.waigwa-kinyu
252-120556,45303.0,erastus.waigwa-kinyu
252-120557,45303.0,erastus.waigwa-kinyu
252-120558,45303.0,erastus.waigwa-kinyu
252-120559,45303.0,erastus.waigwa-kinyu
252-120560,45303.0,erastus.waigwa-kinyu
252-120561,45303.0,erastus.waigwa-kinyu
252-120562,45303.0,erastus.waigwa-kinyu
252-120563,45303.0,erastus.waigwa-kinyu
252-120564,45303.0,erastus.waigwa-kinyu
252-120565,45303.0,erastus.waigwa-kinyu
252-120566,45303.0,erastus.waigwa-kinyu
252-120567,45303.0,erastus.waigwa-kinyu
252-120568,45303.0,erastus.waigwa-kinyu
252-120569,45303.0,erastus.waigwa-kinyu
252-120570,45303.0,erastus.waigwa-kinyu
252-120571,45303.0,erastus.waigwa-kinyu
252-120572,45301.0,sanchez
252-120573,45295.0,sanchez
252-120574,45291.0,sayalero
252-120575,45290.0,sayalero
252-120576,45291.0,sayalero
252-120583,45291.0,sayalero
252-120584,45291.0,sayalero
252-120585,45291.0,sayalero
252-120586,45300.0,aguilar
252-120587,45300.0,aguilar
252-120588,45300.0,aguilar
252-120589,45300.0,aguilar
252-120590,45300.0,aguilar
252-120591,45300.0,aguilar
252-120592,45300.0,aguilar
252-120593,45300.0,aguilar
252-120594,45300.0,aguilar
252-120595,45300.0,aguilar
252-120596,45300.0,aguilar
252-120597,45300.0,aguilar
252-120598,45300.0,aguilar
252-120599,45300.0,aguilar
252-120600,45300.0,aguilar
252-120601,45300.0,elzhana.piperkova
252-120602,45300.0,aguilar
252-120603,45300.0,aguilar
252-120604,45300.0,aguilar
252-120605,45300.0,aguilar
252-120606,45300.0,aguilar
252-120607,45300.0,aguilar
252-120608,45300.0,aguilar
252-120609,45300.0,aguilar
252-120610,45300.0,aguilar
252-120611,45300.0,aguilar
252-120612,45300.0,aguilar
252-120613,45300.0,aguilar
252-120614,45300.0,aguilar
252-120615,45300.0,aguilar
252-120616,45300.0,aguilar
252-120617,45300.0,aguilar
252-120618,45300.0,aguilar
252-120619,45300.0,aguilar
252-120620,45300.0,aguilar
252-120621,45300.0,aguilar
252-120622,45300.0,aguilar
252-120623,45300.0,aguilar
252-120624,45300.0,aguilar
252-120625,45300.0,aguilar
252-120626,45300.0,aguilar
252-120627,45300.0,aguilar
252-120628,45300.0,aguilar
252-120629,45300.0,aguilar
252-120630,45300.0,elzhana.piperkova
252-120631,45300.0,aguilar
252-120632,45300.0,aguilar
252-120633,45300.0,aguilar
252-120634,45300.0,aguilar
252-120635,45300.0,aguilar
252-120636,45300.0,aguilar
252-120637,45300.0,aguilar
252-120638,45300.0,aguilar
252-120639,45300.0,aguilar
252-120640,45300.0,aguilar
252-120641,45300.0,aguilar
252-120642,45300.0,aguilar
252-120643,45300.0,aguilar
252-120644,45300.0,aguilar
252-120645,45300.0,aguilar
252-120646,45300.0,aguilar
252-120647,45300.0,aguilar
252-120648,45300.0,aguilar
252-120649,45300.0,aguilar
252-120650,45300.0,aguilar
252-120651,45306.0,elzhana.piperkova
252-120652,45279.0,sanchez
252-120653,45303.0,sayalero
252-120654,45291.0,sanchez
252-120655,45291.0,sanchez
252-120656,45291.0,sayalero
252-120657,45291.0,sayalero
252-120658,45291.0,sayalero
252-120659,45291.0,sayalero
252-120660,45291.0,sayalero
252-120661,45291.0,sayalero
252-120662,45291.0,sayalero
252-120663,45291.0,sayalero
252-120664,45291.0,sayalero
252-120665,45291.0,sayalero
252-120666,45291.0,sayalero
252-120667,45291.0,sayalero
252-120668,45306.0,erastus.waigwa-kinyu
252-120669,45306.0,erastus.waigwa-kinyu
252-120679,45289.0,sayalero
252-120682,45291.0,sayalero
252-120683,45307.0,elzhana.piperkova
252-120684,45291.0,sayalero
252-120686,45292.0,dominguez
252-120687,45303.0,sayalero
252-120688,45303.0,aguilar
252-120689,45303.0,aguilar
252-120710,45307.0,erastus.waigwa-kinyu
252-120711,45307.0,erastus.waigwa-kinyu
252-120712,45307.0,erastus.waigwa-kinyu
252-120713,45303.0,sanchez
252-120714,45303.0,sanchez
252-120715,45303.0,sanchez
252-120716,45303.0,sanchez
252-120717,45303.0,sanchez
252-120718,45299.0,sayalero
252-120720,45292.0,dominguez
252-120721,45303.0,sayalero
252-120722,45303.0,sayalero
252-120723,45303.0,sayalero
252-120725,45292.0,dominguez
252-120728,45292.0,dominguez
252-120729,45292.0,dominguez
252-120732,45292.0,dominguez
252-120733,45292.0,dominguez
252-120734,45303.0,sanchez
252-120736,45292.0,dominguez
252-120737,45308.0,elzhana.piperkova
252-120738,45308.0,erastus.waigwa-kinyu
252-120739,45308.0,erastus.waigwa-kinyu
252-120740,45308.0,erastus.waigwa-kinyu
252-120743,45292.0,sanchez
252-120744,45303.0,sanchez
252-120747,45309.0,elzhana.piperkova
252-120748,45303.0,sanchez
252-120749,45309.0,erastus.waigwa-kinyu
252-120750,45309.0,erastus.waigwa-kinyu
252-120751,45303.0,sanchez
252-120752,45303.0,sanchez
252-120757,45291.0,sayalero
252-120764,45303.0,sanchez
252-120765,45303.0,sanchez
252-120766,45303.0,sanchez
252-120767,45303.0,sanchez
252-120768,45303.0,sanchez
252-120769,45303.0,sanchez
252-120774,45303.0,sanchez
252-120775,45303.0,sanchez
252-120776,45303.0,sanchez
252-120777,45303.0,elzhana.piperkova
252-120778,45310.0,elzhana.piperkova
252-120780,45303.0,sanchez
252-120781,45303.0,sanchez
252-120782,45303.0,sanchez
252-120783,45303.0,sanchez
252-120784,45303.0,sanchez
252-120790,45303.0,sanchez
252-120791,45303.0,denislava.stoycheva
252-120824,,aguilar
252-120825,,aguilar
252-120826,,aguilar
252-120827,,aguilar
252-120828,,aguilar
252-120829,,aguilar
252-120830,,aguilar
252-120831,,aguilar
252-120832,,aguilar
252-120833,,aguilar
252-120834,,aguilar
252-120835,,aguilar
252-120836,,aguilar
252-120837,,aguilar
252-120838,,aguilar
252-120839,,aguilar
252-120840,,aguilar
252-120841,,aguilar
252-120842,45303.0,sanchez
252-120843,45303.0,denislava.stoycheva
252-120844,45303.0,sanchez
252-120845,45303.0,sanchez
252-120849,,aguilar
252-120851,,aguilar
252-120855,45215.0,sayalero
252-120856,45215.0,sayalero
252-120857,45260.0,sayalero
252-120858,45260.0,sayalero
252-120859,45303.0,sanchez
252-120860,45303.0,sanchez
252-120861,45303.0,sanchez
252-120862,45310.0,sayalero
252-120863,45315.0,elzhana.piperkova
252-120864,45315.0,elzhana.piperkova
252-120865,45315.0,erastus.waigwa-kinyu
252-120866,45315.0,erastus.waigwa-kinyu
252-120867,45315.0,erastus.waigwa-kinyu
252-120868,45310.0,erastus.waigwa-kinyu
252-120869,45310.0,erastus.waigwa-kinyu
252-120870,45310.0,erastus.waigwa-kinyu
252-120871,45315.0,erastus.waigwa-kinyu
252-120872,45316.0,elzhana.piperkova
252-120873,45316.0,erastus.waigwa-kinyu
252-120874,45317.0,elzhana.piperkova
252-120875,45317.0,erastus.waigwa-kinyu
252-120876,45317.0,erastus.waigwa-kinyu
252-120877,45317.0,erastus.waigwa-kinyu
252-120878,45317.0,erastus.waigwa-kinyu
252-120879,45320.0,elzhana.piperkova
252-120880,45320.0,erastus.waigwa-kinyu
252-120881,45320.0,erastus.waigwa-kinyu
252-120882,45320.0,erastus.waigwa-kinyu
252-120883,45320.0,erastus.waigwa-kinyu
252-120884,45291.0,aguilar
252-120885,45291.0,aguilar
252-120886,45291.0,aguilar
252-120887,45291.0,aguilar
252-120888,45291.0,aguilar
252-120889,45291.0,aguilar
252-120890,45287.0,aguilar
252-120891,45273.0,aguilar
252-120892,45321.0,elzhana.piperkova
252-120893,45307.0,sanchez
252-120894,45321.0,sanchez
252-120895,45322.0,sanchez
252-120896,45322.0,sanchez
252-120897,45220.0,aguilar
252-120898,45322.0,sanchez
252-120899,,aguilar
252-120900,45322.0,elzhana.piperkova
252-120901,45301.0,aguilar
252-120902,45301.0,aguilar
252-120903,45301.0,aguilar
252-120904,45301.0,aguilar
252-120905,45301.0,aguilar
252-120906,45301.0,aguilar
252-120907,45320.0,aguilar
252-120908,,aguilar
