journal_entry_id,line_number,gl_account_number,amount,debit_credit_indicator,business_unit,cost_center,department,project_code,location,line_description,reference_number,customer_id,vendor_id,product_id,user_defined_01,user_defined_02,user_defined_03
11448,102608,6817001,1.32,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1517 GRENKE 134023363,,,,,,,
11448,102600,6817001,7.25,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102595,6817001,7.25,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102594,6817001,5.2,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102596,6817001,10.87,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102587,6817001,3.62,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102638,6817001,7.85,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102637,6817001,3.93,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102636,6817001,3.93,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102635,6817001,23.57,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102634,6817001,23.57,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102585,6817001,3.62,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102642,6817001,194.16,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102639,6817001,26.66,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102599,6817001,23.32,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102630,6817001,1.38,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102633,6817001,49.72,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102632,6817001,3.78,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1518 GRENKE 134024659,,,,,,,
11448,102602,6817001,14.5,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102601,6817001,7.38,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11448,102586,6817001,3.62,,,,,,,REG. MENSUAL AMORT. ACTIVO AF1515 GRENKE 134025321,,,,,,,
11449,102663,4800010,-1218.99,,,,,,,IMPUTACION IAE,,,,,,,
11449,102650,6210001,1348.35,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102662,4800010,-11541.96,,,,,,,IMPUTACION IBI,,,,,,,
11449,102644,6210001,866.8,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102643,6210001,481.62,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102646,6210001,433.4,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102651,6210001,-6549.22,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102654,6311001,22.77,,,,,,,IMPUTACION IBI,,,,,,,
11449,102655,6311001,78.15,,,,,,,IMPUTACION IBI,,,,,,,
11449,102656,6311001,141.33,,,,,,,IMPUTACION IBI,,,,,,,
11449,102657,6311001,122.9,,,,,,,IMPUTACION IBI,,,,,,,
11449,102649,6210001,1829.91,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102653,6311001,148.09,,,,,,,IMPUTACION IBI,,,,,,,
11449,102652,6311001,85.38,,,,,,,IMPUTACION IBI,,,,,,,
11449,102645,6210001,96.31,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102648,6210001,674.18,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102647,6210001,818.65,,,,,,,IMPUTACION ARRENDAMIENTOS,,,,,,,
11449,102664,6317001,1218.99,,,,,,,IMPUTACION IAE,,,,,,,
11449,102658,6311001,307.41,,,,,,,IMPUTACION IBI,,,,,,,
11449,102661,6311001,5198.54,,,,,,,IMPUTACION IBI,,,,,,,
11449,102660,6311001,5198.54,,,,,,,IMPUTACION IBI,,,,,,,
11449,102659,6311001,238.85,,,,,,,IMPUTACION IBI,,,,,,,
11450,102681,6213001,10.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102714,6213001,550.02,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102716,6213001,543.38,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102677,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102679,6213001,70.41,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102680,6213001,20.36,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102678,6213001,59.06,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102688,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102687,6213001,17.25,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102674,6213001,15.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102675,6213001,15.49,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102686,6213001,6.77,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102673,6213001,56.45,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102672,6213001,20.36,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102676,6213001,18.94,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102670,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102685,6213001,30.98,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102684,6213001,42.4,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102683,6213001,18.94,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102682,6213001,82.31,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102691,6213001,92.26,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102690,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102689,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102666,6213001,17.25,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102671,6213001,35.84,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102696,6213001,19.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102700,6213001,19.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102701,6213001,39.12,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102702,6213001,107.53,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102704,6213001,18.57,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102710,6213001,181.83,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102705,6213001,18.57,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102725,4800011,-963.7,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102697,6213001,19.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102698,6213001,39.12,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102699,6213001,19.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102722,6213001,335.06,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102724,6213001,1257.45,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102726,6213001,963.7,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102694,6213001,19.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102718,6213001,341.1,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102720,6213001,312.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102712,6213001,425.95,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102706,6213001,37.14,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102707,6213001,55.71,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102708,6213001,41.04,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102709,6213001,18.57,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102692,4800011,-391.2,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102665,4800011,-701.49,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102717,4800011,-341.1,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102703,4800011,-371.43,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102693,6213001,58.68,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102711,4800011,-425.95,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102667,6213001,38.64,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102713,4800011,-550.02,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102715,4800011,-543.38,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102695,6213001,48.95,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102669,6213001,1.69,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102668,6213001,21.39,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102723,4800011,-1257.45,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102719,4800011,-312.56,,,,,,,HEWLETT-PACKARD,,,,,,,
11450,102721,4800011,-335.06,,,,,,,HEWLETT-PACKARD,,,,,,,
11451,102742,4800018,-2541.54,,,,,,,DEYDE - Licencia y acceso MyDataQ,,,,,,,
11451,102740,6227001,750.0,,,,,,,ODEX - Nueva Licencia,,,,,,,
11451,102741,6227001,2541.54,,,,,,,DEYDE - Licencia y acceso MyDataQ,,,,,,,
11451,102737,6227001,545.0,,,,,,,A3 SOFTWARE,,,,,,,
11451,102727,6273001,8000.0,,,,,,,PROV. FIN DE AÑO,,,,,,,
11451,102733,6490001,83.33,,,,,,,PLAN DE PENSIONES,,,,,,,
11451,102735,6254001,293.2,,,,,,,POL. E. ELECTR,,,,,,,
11451,102734,4800009,-83.33,,,,,,,PLAN DE PENSIONES,,,,,,,
11451,102729,6494001,100.0,,,,,,,PROV. FIN DE AÑO,,,,,,,
11451,102747,4800002,-3500.0,,,,,,,ASESORIAS DIRECCIÓN,,,,,,,
11451,102749,4800018,-453.37,,,,,,,Isomorphi,,,,,,,
11451,102744,4800018,-510.76,,,,,,,READSOFT-Licencias CRM,,,,,,,
11451,102738,4800018,-545.0,,,,,,,A3 SOFTWARE,,,,,,,
11451,102746,4800018,-4235.0,,,,,,,SALESFORCE- LICENCIAS CRM,,,,,,,
11451,102750,6227001,453.37,,,,,,,Isomorphi,,,,,,,
11451,102739,4800018,-750.0,,,,,,,ODEX - Nueva Licencia,,,,,,,
11451,102745,6227001,4235.0,,,,,,,SALESFORCE- LICENCIAS CRM,,,,,,,
11451,102751,4800018,-674.11,,,,,,,Lantares solution Cognos,,,,,,,
11451,102728,4800015,-8000.0,,,,,,,PROV. FIN DE AÑO,,,,,,,
11451,102730,4800015,-100.0,,,,,,,PROV. FIN DE AÑO,,,,,,,
11451,102732,4109002,-4650.0,,,,,,,PROV. MENSUAL AUDITORIAS,,,,,,,
11451,102736,4800013,-293.2,,,,,,,POL. E. ELECTR,,,,,,,
11451,102731,6233001,4650.0,,,,,,,PROV. MENSUAL AUDITORIAS,,,,,,,
11451,102743,6227001,510.76,,,,,,,READSOFT-Licencias CRM,,,,,,,
11451,102748,6231001,3500.0,,,,,,,ASESORIAS DIRECCIÓN,,,,,,,
11451,102752,6227001,674.11,,,,,,,Lantares solution Cognos,,,,,,,
11452,102753,4800005,-4125.0,,,,,,,APLICACION MENSUAL-NAVES Logistica,,,,,,,
11452,102754,6252001,4125.0,,,,,,,APLICACION MENSUAL-NAVES-Of Redur.,,,,,,,
11453,102756,4800012,-1157.5,,,,,,,MANTENIM. SAGE XRT,,,,,,,
11453,102759,4800018,-242.17,,,,,,,Licencias IBM Maximo,,,,,,,
11453,102762,6227001,538.14,,,,,,,BREP NAVISION - 20.06.23a20.06.24,,,,,,,
11453,102761,4800018,-538.14,,,,,,,BREP NAVISION - 20.06.23a20.06.24,,,,,,,
11453,102757,4800018,-81.82,,,,,,,Licencias CONECTOR ABORDA,,,,,,,
11453,102763,4800018,-1282.2,,,,,,,MOBICONTROL CLOUD DEV LIC. (hasta31.07.24),,,,,,,
11453,102767,4800018,-295.84,,,,,,,EPICOR - LICENCIA SAAS ODEX (RENOV MAY-24aABR-25),,,,,,,
11453,102768,6227001,295.84,,,,,,,EPICOR - LICENCIA SAAS ODEX (RENOV MAY-24aABR-25),,,,,,,
11453,102764,6227001,1282.2,,,,,,,MOBICONTROL CLOUD DEV LIC. (hasta31.07.24),,,,,,,
11453,102765,4800018,-151.67,,,,,,,SOLITIUM - LICENCIAS TOAD ORACLE XPERT EDITION,,,,,,,
11453,102760,6227001,242.17,,,,,,,Licencias IBM Maximo,,,,,,,
11453,102758,6227001,81.82,,,,,,,Licencias CONECTOR ABORDA,,,,,,,
11453,102766,6227001,151.67,,,,,,,SOLITIUM - LICENCIAS TOAD ORACLE XPERT EDITION,,,,,,,
11453,102755,6227001,1157.5,,,,,,,MANTENIM. SAGE XRT,,,,,,,
11454,102769,6400000,362.3,,,,,,,PROV. PERSONAL,,,,,,,
11454,102771,4650011,-481.86,,,,,,,PROV. PERSONAL,,,,,,,
11454,102776,6250001,71.17,,,,,,,SEGUROS DIRECTIVOS,,,,,,,
11454,102770,6420000,119.56,,,,,,,PROV. PERSONAL,,,,,,,
11454,102773,6250001,284.67,,,,,,,SEGUROS DIRECTIVOS,,,,,,,
11454,102774,6250001,71.17,,,,,,,SEGUROS DIRECTIVOS,,,,,,,
11454,102775,6250001,142.34,,,,,,,SEGUROS DIRECTIVOS,,,,,,,
11454,102772,4800003,-569.35,,,,,,,Gastos antic. Seg. Directivos,,,,,,,
11455,102778,5523001,-69.35,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11455,102781,6253001,87.5,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11455,102777,6253001,69.35,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11455,102779,6253001,54.54,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11455,102780,5523001,-54.54,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11455,102782,5523001,-87.5,,,,,,,Poliza Semestral Plus Ultra,,,,,,,
11456,102784,6620001,584.48,,,,,,,Prestamo LV SMART (132k) - Cuota 6,,,,,,,
11456,102783,4040001,-473.43,,,,,,,Prestamo LV SMART (132k) - Cuota 6,,,,,,,
11456,102785,4751005,-111.05,,,,,,,Prestamo LV SMART (132k) - Cuota 6,,,,,,,
11457,102787,5134007,5878.42,,,,,,,Prestamo LV SMART AVAL - Cuota 18.07.24,,,,,,,
11457,102786,4040001,-6840.49,,,,,,,Prestamo LV SMART AVAL - Cuota 18.07.24,,,,,,,
11457,102789,4751005,-225.67,,,,,,,Prestamo LV SMART AVAL - Cuota 18.07.24,,,,,,,
11457,102788,6620001,1187.74,,,,,,,Prestamo LV SMART AVAL - Cuota 18.07.24,,,,,,,
11458,102791,5720001,-530.55,,,,,,,Google Cloud Emea Limited,,,,,,,
11458,102790,4100001,530.55,,,,,,,Google Cloud Emea Limited,,,,,,,
11459,102794,6260003,78.59,,,,,,,LIQUIDACION PERIODICA AVALES,,,,,,,
11459,102795,5720001,-78.59,,,,,,,LIQUIDACION PERIODICA AVALES,,,,,,,
11459,102793,5720001,78.59,,,,,,,TRASPASO CTR,,,,,,,
11459,102792,5523001,-78.59,,,,,,,TRASPASO CTR,,,,,,,
11460,102796,6227001,1500.0,,,,,,,Systemar Now & Ever. SL,,,,,,,
11460,102798,4100001,-1815.0,,,,,,,Systemar Now & Ever. SL,,,,,,,
11460,102797,4720001,315.0,,,,,,,Systemar Now & Ever. SL,,,,,,,
11461,102806,4109005,-1353.22,,,,,,,Outsourcing Telefonica - FORTIMAIL CLOUD 36 MESES,,,,,,,
11461,102814,4109005,-120.0,,,,,,,Outsourcing Telefonica - NUEVA MAQ. MANEJADO PRE,,,,,,,
11461,102802,4109005,-60.0,,,,,,,OCI - INTEL SIN TGS + CAMBIOS ALCANCE,,,,,,,
11461,102804,4109005,-1055.6,,,,,,,Outsourcing Telefonica - OCI ADMIN SQL (60 MESES),,,,,,,
11461,102803,6227001,1055.6,,,,,,,Outsourcing Telefonica - OCI ADMIN SQL (60 MESES),,,,,,,
11461,102810,4109005,-658.75,,,,,,,Outsourcing Telefonica - AMPL. MICROSOFT DEFENDER,,,,,,,
11461,102807,6227001,2133.6,,,,,,,Outsourcing Telefonica - EXCHANGE Y MICROSOFT 365,,,,,,,
11461,102812,4109005,-481.39,,,,,,,Outsourcing Telefonica - AMPL. SERVIDOR WIS,,,,,,,
11461,102815,6213001,7892.53,,,,,,,Outsourcing Telefonica - EXCESO LICENCIAS OCI 2023,,,,,,,
11461,102799,6213001,45230.43,,,,,,,Outsourcing Telefonica,,,,,,,
11461,102808,4109005,-2133.6,,,,,,,Outsourcing Telefonica - EXCHANGE Y MICROSOFT 365,,,,,,,
11461,102816,4109005,-7892.53,,,,,,,Outsourcing Telefonica - EXCESO LICENCIAS OCI 2023,,,,,,,
11461,102809,6227001,658.75,,,,,,,Outsourcing Telefonica - AMPL. MICROSOFT DEFENDER,,,,,,,
11461,102811,6227001,481.39,,,,,,,Outsourcing Telefonica - AMPL. SERVIDOR WIS,,,,,,,
11461,102800,4109005,-45230.43,,,,,,,Outsourcing Telefonica,,,,,,,
11461,102813,6213001,120.0,,,,,,,Outsourcing Telefonica - NUEVA MAQ. MANEJADO PRE,,,,,,,
11461,102801,6213001,60.0,,,,,,,OCI - INTEL SIN TGS + CAMBIOS ALCANCE,,,,,,,
11461,102805,6227001,1353.22,,,,,,,Outsourcing Telefonica - FORTIMAIL CLOUD 36 MESES,,,,,,,
11462,102817,6222001,1300.0,,,,,,,HORFAVEN 2008.S.L.,,,,,,,
11462,102819,4100001,-1573.0,,,,,,,HORFAVEN 2008.S.L.,,,,,,,
11462,102818,4720001,273.0,,,,,,,HORFAVEN 2008.S.L.,,,,,,,
11463,102822,4100001,-62.0,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11463,102821,4720001,5.64,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11463,102820,6494002,56.36,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11464,102825,4100001,-200.0,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11464,102823,6494002,181.82,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11464,102824,4720001,18.18,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11465,102828,4100001,-62.0,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11465,102827,4720001,5.64,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11465,102826,6494002,56.36,,,,,,,ARTE FLORAL LAS CAMELIAS. SL,,,,,,,
11466,102833,6214006,110.0,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102835,4000001,-780.45,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102831,6214006,395.0,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102834,4720001,23.1,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102830,4720001,29.4,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102832,4720001,82.95,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11466,102829,6214006,140.0,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
11467,102846,6214006,200.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102844,6214006,60.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102842,6214006,99.4,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102840,6214006,430.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102838,6214006,290.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102836,6214006,15.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102848,4100001,-1324.22,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102843,4720001,20.87,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102841,4720001,90.3,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102845,4720001,12.6,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102837,4720001,3.15,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102839,4720001,60.9,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11467,102847,4720001,42.0,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
11468,102943,6213002,70.69,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102944,6213002,29.46,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102953,6213002,217.96,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102990,6213002,119.89,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102996,6213002,209.81,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102994,6213002,179.84,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102997,6213002,3566.76,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102993,6213002,539.51,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102992,6213002,149.86,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102991,6213002,554.49,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102995,6213002,119.89,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102918,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102919,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102942,6213002,147.28,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102941,6213002,11.78,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102940,6213002,1072.13,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102939,6213002,76.58,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102938,6213002,41.24,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102954,6213002,94.25,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102987,6213002,449.59,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102986,6213002,539.51,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102985,6213002,1438.69,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102988,6213002,194.82,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102902,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102989,6213002,89.92,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102900,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102901,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102907,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102917,6227001,181.56,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102916,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102908,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102905,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102904,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102903,6227001,103.99,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102906,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102984,6213002,164.85,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102981,6213002,269.75,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102947,6213002,111.92,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,102893,6213005,325.46,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102911,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102896,6213005,227.14,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102895,6213005,157.64,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102894,6213005,16.1,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102983,6213002,29.97,,,,,,,NUEVOS TERMINALES EDA51 HONEYWELL,,,,,,,
11468,102899,4800020,-558.8,,,,,,,Gastos Mmto. LAN Telefónica,,,,,,,
11468,102921,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102920,6227001,9.81,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102922,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102963,6213002,117.81,,,,,,,MOVILIDAD 1.812 LICENCIAS XONE,,,,,,,
11468,103000,6213002,12.92,,,,,,,CANALES DIGITALES - TERMINALES ZEBRA,,,,,,,
11468,103001,6213002,51.69,,,,,,,CANALES DIGITALES - TERMINALES ZEBRA,,,,,,,
11468,102898,6213005,341.59,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102897,6213005,129.68,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102886,6213005,200.02,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102855,6213005,233.08,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,103025,6227001,457.79,,,,,,,TELEFONICA CIBERSEGURIDAD REDUR - AMPL. LICENCIAS,,,,,,,
11468,102968,6227001,755.42,,,,,,,GTO. MTO. NUEVAS LICENCIAS XONE 01/08/23 A 31/07,,,,,,,
11468,102927,6227001,13.2,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102926,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102925,6227001,8.67,,,,,,,Mantenimiento LAN Telefónica,,,,,,,
11468,102877,6213005,189.0,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102876,6213005,86.45,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102875,6213005,211.89,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102874,6213005,86.45,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102870,6213005,70.35,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102869,6213005,272.06,,,,,,,Alq. Equi. Sondas - MOVILDATA,,,,,,,
11468,102967,4800020,-755.42,,,,,,,GTO. MTO. NUEVAS LICENCIAS XONE 01/08/23 A 31/07,,,,,,,
