journal_entry_id,line_number,gl_account_number,amount,debit_credit_indicator,business_unit,cost_center,department,project_code,location,line_description,reference_number,customer_id,vendor_id,product_id,user_defined_01,user_defined_02,user_defined_03
9971,89286,6293001,145.48,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89277,4720001,10.19,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89285,4720001,11.63,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89283,4720001,8.73,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89288,4100001,-695.75,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89282,6293001,41.57,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89287,4720001,30.55,,,,,,,Telefonica de España. S.A.,,,,,,,
9971,89284,6293001,55.42,,,,,,,Telefonica de España. S.A.,,,,,,,
9978,89346,4650001,241516.94,,,,,,,NOMINA (03-2023),,,,,,,
9978,89347,5720001,-241516.94,,,,,,,NOMINA (03-2023),,,,,,,
9979,89368,5720001,-1709.98,,,,,,,SANITAS,,,,,,,
9979,89364,5720001,68605.09,,,,,,,TRASPASO CTR,,,,,,,
9979,89366,5720001,9595.91,,,,,,,GLOBAL AZOAGUE S.L.,,,,,,,
9979,89358,5720001,-9595.91,,,,,,,TRASPASO CTR,,,,,,,
9979,89362,5720001,-54728.82,,,,,,,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUN. SAU,,,,,,,
9979,89370,5720001,-5719.29,,,,,,,SANITAS,,,,,,,
9979,89373,4100001,99.84,,,,,,,SANITAS,,,,,,,
9979,89375,4100001,99.84,,,,,,,SANITAS,,,,,,,
9979,89349,5720001,-4.15,,,,,,,LIQUIDACION TARJETA,,,,,,,
9979,89355,5720001,-1934.01,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
9979,89351,5720001,-170.0,,,,,,,ASOC EL FIGON DE LA PROSPE,,,,,,,
9979,89353,5720001,-458.97,,,,,,,CSI RENTING DE TECNOLOGIA. S.A.U.,,,,,,,
9979,89376,5720001,-99.84,,,,,,,SANITAS,,,,,,,
9979,89365,4300001,-9595.91,,,,,,,GLOBAL AZOAGUE S.L.,,,,,,,
9979,89357,5523001,9595.91,,,,,,,TRASPASO CTR,,,,,,,
9979,89363,5523001,-68605.09,,,,,,,TRASPASO CTR,,,,,,,
9979,89372,5720001,-66.56,,,,,,,SANITAS,,,,,,,
9979,89374,5720001,-99.84,,,,,,,SANITAS,,,,,,,
9979,89360,5720001,-10517.03,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
9979,89354,4000001,1934.0,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
9979,89348,5207004,4.15,,,,,,,LIQUIDACION TARJETA,,,,,,,
9979,89350,5510001,170.0,,,,,,,ASOC EL FIGON DE LA PROSPE,,,,,,,
9979,89361,4100001,54728.82,,,,,,,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUN. SAU,,,,,,,
9979,89356,6780001,0.01,,,,,,,ALPHABET ESPAÑA FLEET MANAGEMENT. S.A.U.,,,,,,,
9979,89371,4100001,66.56,,,,,,,SANITAS,,,,,,,
9979,89367,4100001,1709.98,,,,,,,SANITAS,,,,,,,
9979,89369,4100001,5719.29,,,,,,,SANITAS,,,,,,,
9979,89359,4100001,10517.03,,,,,,,ARVAL SERVICE LEASE. S.A.,,,,,,,
9979,89352,4100001,458.97,,,,,,,CSI RENTING DE TECNOLOGIA. S.A.U.,,,,,,,
9980,89377,6260001,60.5,,,,,,,COMISION CERTIFICADO POSICIONES,,,,,,,
9980,89378,5720001,-60.5,,,,,,,COMISION CERTIFICADO POSICIONES,,,,,,,
9981,89381,5200040,3114.79,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9981,89382,6623001,162.76,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9981,89379,5207003,847.86,,,,,,,VISA SABADELL RAUL LOZANO,,,,,,,
9981,89383,5720001,-3277.55,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9981,89380,5720001,-847.86,,,,,,,VISA SABADELL RAUL LOZANO,,,,,,,
9982,89386,5720001,-3221.64,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9982,89384,5200040,3118.68,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9982,89385,6623001,102.96,,,,,,,PRESTAMO SABADELL 807692079227,,,,,,,
9983,89388,5720001,-60.0,,,,,,,COMISION MANTENIMIENTO,,,,,,,
9983,89387,6260001,60.0,,,,,,,COMISION MANTENIMIENTO,,,,,,,
9984,89393,5720001,30000.0,,,,,,,TRANSFERENCIA LOZANO-REDUR,,,,,,,
9984,89389,5720001,40000.0,,,,,,,TRANSFERENCIA LOGISTICS-REDUR,,,,,,,
9984,89394,5523001,-30000.0,,,,,,,TRANSFERENCIA LOZANO-REDUR,,,,,,,
9984,89392,5720001,-75531.48,,,,,,,MOD 303 (02-2024),,,,,,,
9984,89390,5523009,-40000.0,,,,,,,TRANSFERENCIA LOGISTICS-REDUR,,,,,,,
9984,89391,4750001,75531.48,,,,,,,MOD 303 (02-2024),,,,,,,
9985,89396,5523002,-3000.0,,,,,,,TRANSFERENCIA LOGISTICA-REDUR,,,,,,,
9985,89395,5720001,3000.0,,,,,,,TRANSFERENCIA LOGISTICA-REDUR,,,,,,,
9986,89397,5720001,300000.0,,,,,,,TRANSFERENCIA LOZANO-REDUR,,,,,,,
9986,89398,5523001,-300000.0,,,,,,,TRANSFERENCIA LOZANO-REDUR,,,,,,,
9989,89403,4800010,-90000.0,,,,,,,PROVIS. GTO IBI EJ. 2022,,,,,,,
9989,89404,4109001,90000.0,,,,,,,PROVIS. GTO IBI EJ. 2022,,,,,,,
9991,89408,4720001,50.43,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
9991,89409,4100001,-290.55,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
9991,89407,6292001,240.12,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
9992,89410,6236001,2000.0,,,,,,,CAMARA OFICIAL COMERCIO INDUSTRIA Y SERV. MADRID,,,,,,,
9992,89412,4100001,-2420.0,,,,,,,CAMARA OFICIAL COMERCIO INDUSTRIA Y SERV. MADRID,,,,,,,
9992,89411,4720001,420.0,,,,,,,CAMARA OFICIAL COMERCIO INDUSTRIA Y SERV. MADRID,,,,,,,
9993,89414,4720001,8.52,,,,,,,DOSJUMAR. S.L.,,,,,,,
9993,89413,6273011,85.21,,,,,,,DOSJUMAR. S.L.,,,,,,,
9993,89415,4100001,-93.73,,,,,,,DOSJUMAR. S.L.,,,,,,,
9994,89416,4010001,100.87,,,,,,,Liq. efecto a pagar P24PGS0001/9827829,,,,,,,
9994,89417,5720001,-100.87,,,,,,,Liq. orden pago ORPG0587,,,,,,,
9995,89419,5720001,-2619.29,,,,,,,Liq. orden pago ORPG0587,,,,,,,
9995,89418,4010001,2619.29,,,,,,,Liq. efecto a pagar P24PGS0001/9827833,,,,,,,
9996,89435,5720001,-1166.08,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89437,5720001,-461.31,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89439,5720001,-488.37,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89429,5720001,-665.52,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89427,5720001,-657.49,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89420,4100001,378.2,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89436,4100001,461.31,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89441,5720001,-441.17,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89433,5720001,-1521.51,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89432,4100001,1521.51,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89434,4100001,1166.08,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89430,4100001,449.43,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89428,4100001,665.52,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89424,4100001,515.4,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89426,4100001,657.49,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89422,4100001,405.42,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89444,4100001,221.71,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89442,4100001,338.47,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89446,4100001,211.44,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89440,4100001,441.17,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89438,4100001,488.37,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89448,4100001,106.08,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89447,5720001,-211.44,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89423,5720001,-405.42,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89421,5720001,-378.2,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89431,5720001,-449.43,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89445,5720001,-221.71,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89449,5720001,-106.08,,,,,,,BNP PARIBAS LEASE GROUP S.A.,,,,,,,
9996,89451,5720001,10747.46,,,,,,,TRASPASO CTR,,,,,,,
9996,89425,5720001,-515.4,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
9996,89450,5523001,-10747.46,,,,,,,TRASPASO CTR,,,,,,,
9996,89443,5720001,-338.47,,,,,,,HEWLETT-PACKARD INT. BANK PLC.,,,,,,,
10001,89462,4100001,-254.1,,,,,,,ABTEX. SA,,,,,,,
10001,89461,4720001,44.1,,,,,,,ABTEX. SA,,,,,,,
10001,89460,6222001,210.0,,,,,,,ABTEX. SA,,,,,,,
10002,89463,6237001,4072.88,,,,,,,AJ CONTROL SERVICIOS 2009. SL,,,,,,,
10002,89464,4720002,855.3,,,,,,,AJ CONTROL SERVICIOS 2009. SL,,,,,,,
10002,89465,4100001,-4928.18,,,,,,,AJ CONTROL SERVICIOS 2009. SL,,,,,,,
10003,89467,4720001,988.66,,,,,,,FIS COURIER. S.L.,,,,,,,
10003,89466,6299003,4707.91,,,,,,,FIS COURIER. S.L.,,,,,,,
10003,89468,4000001,-5696.57,,,,,,,FIS COURIER. S.L.,,,,,,,
10004,89470,4720001,843.43,,,,,,,ALERCE INFORMATICA APLICADA. SA,,,,,,,
10004,89471,4100001,-4859.74,,,,,,,ALERCE INFORMATICA APLICADA. SA,,,,,,,
10004,89469,6231001,4016.31,,,,,,,ALERCE INFORMATICA APLICADA. SA,,,,,,,
10010,89484,4100001,-363.0,,,,,,,ITOP TRAINING ADVANCED S.L.,,,,,,,
10010,89483,4720001,63.0,,,,,,,ITOP TRAINING ADVANCED S.L.,,,,,,,
10010,89482,6227001,300.0,,,,,,,ITOP TRAINING ADVANCED S.L.,,,,,,,
10011,89487,4100001,-3920.87,,,,,,,MADEGAN S.A.,,,,,,,
10011,89485,6235004,3564.43,,,,,,,MADEGAN S.A.,,,,,,,
10011,89486,4720001,356.44,,,,,,,MADEGAN S.A.,,,,,,,
10012,89495,4100001,19304.22,,,,,,,ESPERT PALOMARES. DAVID,,,,,,,
10012,89489,5720001,-103.26,,,,,,,MULTA AYTO DE MADRID,,,,,,,
10012,89490,5523009,40000.0,,,,,,,TRANSFERENCIA REDUR-LOGISTICS SERVICES,,,,,,,
10012,89496,5720001,-19304.22,,,,,,,ESPERT PALOMARES. DAVID,,,,,,,
10012,89491,6260006,0.12,,,,,,,TRANSFERENCIA REDUR-LOGISTICS SERVICES,,,,,,,
10012,89488,6780001,103.26,,,,,,,MULTA AYTO DE MADRID,,,,,,,
10012,89497,5230001,18032.39,,,,,,,INGESCOM. S.L.,,,,,,,
10012,89493,4650001,476.14,,,,,,,ATRASOS CONVENIO,,,,,,,
10012,89494,5720001,-476.14,,,,,,,ATRASOS CONVENIO,,,,,,,
10012,89492,5720001,-40000.12,,,,,,,TRANSFERENCIA REDUR-LOGISTICS SERVICES,,,,,,,
10012,89498,5720001,-18032.39,,,,,,,INGESCOM. S.L.,,,,,,,
10014,89501,4650002,-112459.59,,,,,,,Paga Extra Julio,,,,,,,
10014,89502,4650001,112459.59,,,,,,,Paga Extra Julio,,,,,,,
10015,89503,4650001,-112459.59,,,,,,,Paga Extra Julio,,,,,,,
10015,89504,4650002,112459.59,,,,,,,Paga Extra Julio,,,,,,,
10033,89545,6292001,207.98,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
10033,89547,4100001,-251.66,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
10033,89546,4720001,43.68,,,,,,,KALAMAZOO PRODUCTOS DE OFICINAS. SLU,,,,,,,
10034,89550,4100001,-785.17,,,,,,,ABTEX. SA,,,,,,,
10034,89549,4720001,136.27,,,,,,,ABTEX. SA,,,,,,,
10034,89548,6222001,648.9,,,,,,,ABTEX. SA,,,,,,,
10035,89551,6222001,422.3,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10035,89553,4100001,-510.98,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10035,89552,4720001,88.68,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10036,89556,4100001,-324.46,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10036,89555,4720001,56.31,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10036,89554,6222001,268.15,,,,,,,TELEFONICA INGENIERIA DE SEGURIDAD. S.A.,,,,,,,
10037,89557,7054001,-719.34,,,,,,,REDUR MALAGA. S.A.,,,,,,,
10037,89559,4340001,870.4,,,,,,,REDUR MALAGA. S.A.,,,,,,,
10037,89558,4770001,-151.06,,,,,,,REDUR MALAGA. S.A.,,,,,,,
10045,89613,4109005,-779.19,,,,,,,TELEFONICA OUTSOURCING - OCI MAQUINA MV (60 MESES),,,,,,,
10045,89614,4720001,-163.63,,,,,,,TELEFONICA OUTSOURCING - OCI MAQUINA MV (60 MESES),,,,,,,
10045,89615,4100001,942.82,,,,,,,TELEFONICA OUTSOURCING - OCI MAQUINA MV (60 MESES),,,,,,,
10046,89618,4100001,-1663.82,,,,,,,AMPLIACION ANILLOS ESCANER HONEYWELL,,,,,,,
10046,89617,4720001,288.76,,,,,,,AMPLIACION ANILLOS ESCANER HONEYWELL,,,,,,,
10046,89616,2170001,1375.06,,,,,,,AMPLIACION ANILLOS ESCANER HONEYWELL,,,,,,,
10047,89621,4100001,-7610.84,,,,,,,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUN. SAU,,,,,,,
10047,89620,4720001,1320.89,,,,,,,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUN. SAU,,,,,,,
10047,89619,2150001,6289.95,,,,,,,TELEFONICA SOLUCIONES DE INFORMATICA Y COMUN. SAU,,,,,,,
10048,89625,4720001,96.38,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89623,4720001,27.71,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89628,6281001,83.18,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89626,6281001,17.21,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89630,6281001,16433.34,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89638,6281001,169.24,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89642,6281001,6141.35,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89640,6281001,4738.67,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89624,6281001,458.95,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89622,6281001,131.95,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89634,6281001,157.76,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89632,6281001,261.03,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89636,6281001,91.79,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89631,4720001,3451.0,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89629,4720001,17.46,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89627,4720001,3.62,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89633,4720001,54.82,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89635,4720001,33.13,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89637,4720001,19.27,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89639,4720001,35.54,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89644,4100001,-34708.21,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89643,4720001,1289.69,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10048,89641,4720001,995.12,,,,,,,01/03/2024 al 31/03/2024 ENDESA,,,,,,,
10049,89647,4100001,-484.67,,,,,,,29/02/2024 al 31/03/2024 ENDESA,,,,,,,
10049,89646,4720001,84.12,,,,,,,29/02/2024 al 31/03/2024 ENDESA,,,,,,,
10049,89645,6281001,400.55,,,,,,,29/02/2024 al 31/03/2024 ENDESA,,,,,,,
10050,89651,4770001,-168.8,,,,,,,SEVERIANO SERVICIO MOVIL S.A.U,,,,,,,
10050,89649,4770001,-1.25,,,,,,,SEVERIANO SERVICIO MOVIL S.A.U,,,,,,,
10050,89650,7521002,-803.8,,,,,,,SEVERIANO SERVICIO MOVIL S.A.U,,,,,,,
10050,89652,4300001,979.79,,,,,,,SEVERIANO SERVICIO MOVIL S.A.U,,,,,,,
10050,89648,7521003,-5.94,,,,,,,SEVERIANO SERVICIO MOVIL S.A.U,,,,,,,
10051,89653,6231001,275.0,,,,,,,GANGA DIGITAL UNIPESSOAL. LDA,,,,,,,
10051,89654,4100001,-275.0,,,,,,,GANGA DIGITAL UNIPESSOAL. LDA,,,,,,,
10053,89662,4100001,-3972.08,,,,,,,MADEGAN S.A.,,,,,,,
10053,89660,6235004,3610.98,,,,,,,MADEGAN S.A.,,,,,,,
10053,89661,4720001,361.1,,,,,,,MADEGAN S.A.,,,,,,,
10054,89665,4720001,462.0,,,,,,,IURISCONSULT ABOGADOS Y ASESORES TRIBUTARIOS S.L.,,,,,,,
10054,89666,4100001,-2783.1,,,,,,,IURISCONSULT ABOGADOS Y ASESORES TRIBUTARIOS S.L.,,,,,,,
10054,89663,6314001,121.1,,,,,,,IURISCONSULT ABOGADOS Y ASESORES TRIBUTARIOS S.L.,,,,,,,
10054,89664,6231002,2200.0,,,,,,,IURISCONSULT ABOGADOS Y ASESORES TRIBUTARIOS S.L.,,,,,,,
10055,89725,6021001,333.84,,,,,,,SOLRED. S.A.,,,,,,,
10055,89727,6021001,75.19,,,,,,,SOLRED. S.A.,,,,,,,
10055,89709,6021001,144.7,,,,,,,SOLRED. S.A.,,,,,,,
10055,89711,6021001,156.87,,,,,,,SOLRED. S.A.,,,,,,,
10055,89715,6021001,166.38,,,,,,,SOLRED. S.A.,,,,,,,
10055,89713,6021001,221.94,,,,,,,SOLRED. S.A.,,,,,,,
10055,89707,6021001,148.09,,,,,,,SOLRED. S.A.,,,,,,,
10055,89705,6021001,231.37,,,,,,,SOLRED. S.A.,,,,,,,
10055,89703,6021001,139.09,,,,,,,SOLRED. S.A.,,,,,,,
10055,89723,6021001,67.52,,,,,,,SOLRED. S.A.,,,,,,,
10055,89710,4720001,30.38,,,,,,,SOLRED. S.A.,,,,,,,
10055,89729,4000001,-3695.98,,,,,,,SOLRED. S.A.,,,,,,,
10055,89708,4720001,31.1,,,,,,,SOLRED. S.A.,,,,,,,
10055,89706,4720001,48.59,,,,,,,SOLRED. S.A.,,,,,,,
10055,89667,6212001,24.79,,,,,,,SOLRED. S.A.,,,,,,,
10055,89669,6212001,24.79,,,,,,,SOLRED. S.A.,,,,,,,
10055,89700,4720001,26.38,,,,,,,SOLRED. S.A.,,,,,,,
10055,89682,4720001,0.14,,,,,,,SOLRED. S.A.,,,,,,,
10055,89712,4720001,32.94,,,,,,,SOLRED. S.A.,,,,,,,
10055,89719,6021001,66.93,,,,,,,SOLRED. S.A.,,,,,,,
10055,89674,4720001,5.21,,,,,,,SOLRED. S.A.,,,,,,,
10055,89704,4720001,29.21,,,,,,,SOLRED. S.A.,,,,,,,
10055,89696,4720001,0.59,,,,,,,SOLRED. S.A.,,,,,,,
10055,89698,4720001,9.59,,,,,,,SOLRED. S.A.,,,,,,,
10055,89726,4720001,70.11,,,,,,,SOLRED. S.A.,,,,,,,
10055,89728,4720001,15.79,,,,,,,SOLRED. S.A.,,,,,,,
10055,89672,4720001,5.35,,,,,,,SOLRED. S.A.,,,,,,,
10055,89670,4720001,5.21,,,,,,,SOLRED. S.A.,,,,,,,
10055,89701,6021001,122.81,,,,,,,SOLRED. S.A.,,,,,,,
10055,89680,4720001,2.57,,,,,,,SOLRED. S.A.,,,,,,,
10055,89716,4720001,34.94,,,,,,,SOLRED. S.A.,,,,,,,
10055,89714,4720001,46.61,,,,,,,SOLRED. S.A.,,,,,,,
10055,89697,6021001,45.69,,,,,,,SOLRED. S.A.,,,,,,,
10055,89676,4720001,6.78,,,,,,,SOLRED. S.A.,,,,,,,
10055,89699,6021001,125.6,,,,,,,SOLRED. S.A.,,,,,,,
10055,89687,6212001,62.3,,,,,,,SOLRED. S.A.,,,,,,,
10055,89679,6212001,12.21,,,,,,,SOLRED. S.A.,,,,,,,
10055,89685,6212001,2.42,,,,,,,SOLRED. S.A.,,,,,,,
10055,89668,4720001,5.2,,,,,,,SOLRED. S.A.,,,,,,,
10055,89717,6021001,272.84,,,,,,,SOLRED. S.A.,,,,,,,
10055,89684,4720001,6.6,,,,,,,SOLRED. S.A.,,,,,,,
10055,89686,4720001,0.51,,,,,,,SOLRED. S.A.,,,,,,,
10055,89688,4720001,13.08,,,,,,,SOLRED. S.A.,,,,,,,
10055,89690,4720001,2.56,,,,,,,SOLRED. S.A.,,,,,,,
10055,89692,4720001,9.08,,,,,,,SOLRED. S.A.,,,,,,,
10055,89694,4720001,0.47,,,,,,,SOLRED. S.A.,,,,,,,
10055,89702,4720001,25.79,,,,,,,SOLRED. S.A.,,,,,,,
10055,89721,6021001,386.05,,,,,,,SOLRED. S.A.,,,,,,,
10055,89671,6212001,25.5,,,,,,,SOLRED. S.A.,,,,,,,
10055,89673,6212001,24.79,,,,,,,SOLRED. S.A.,,,,,,,
10055,89675,6212001,32.28,,,,,,,SOLRED. S.A.,,,,,,,
10055,89678,4720001,10.07,,,,,,,SOLRED. S.A.,,,,,,,
10055,89720,4720001,14.05,,,,,,,SOLRED. S.A.,,,,,,,
10055,89718,4720001,57.3,,,,,,,SOLRED. S.A.,,,,,,,
10055,89724,4720001,14.18,,,,,,,SOLRED. S.A.,,,,,,,
10055,89722,4720001,81.07,,,,,,,SOLRED. S.A.,,,,,,,
10055,89681,6212001,0.67,,,,,,,SOLRED. S.A.,,,,,,,
10055,89677,6212001,47.96,,,,,,,SOLRED. S.A.,,,,,,,
10055,89683,6212001,31.44,,,,,,,SOLRED. S.A.,,,,,,,
10055,89689,6212001,12.21,,,,,,,SOLRED. S.A.,,,,,,,
10055,89693,6212001,2.22,,,,,,,SOLRED. S.A.,,,,,,,
10055,89695,6212001,2.8,,,,,,,SOLRED. S.A.,,,,,,,
10055,89691,6212001,43.24,,,,,,,SOLRED. S.A.,,,,,,,
10056,89737,4720001,1.56,,,,,,,SOLRED. S.A.,,,,,,,
10056,89733,4720001,2.56,,,,,,,SOLRED. S.A.,,,,,,,
10056,89731,4720001,5.04,,,,,,,SOLRED. S.A.,,,,,,,
10056,89735,4720001,7.25,,,,,,,SOLRED. S.A.,,,,,,,
10056,89738,4000001,-94.53,,,,,,,SOLRED. S.A.,,,,,,,
10056,89730,6212001,23.99,,,,,,,SOLRED. S.A.,,,,,,,
10056,89732,6212001,12.21,,,,,,,SOLRED. S.A.,,,,,,,
10056,89734,6212001,34.5,,,,,,,SOLRED. S.A.,,,,,,,
10056,89736,6212001,7.42,,,,,,,SOLRED. S.A.,,,,,,,
10057,89739,6212001,155.21,,,,,,,SOLRED PORTUGAL DKV,,,,,,,
10057,89740,4000001,-155.21,,,,,,,SOLRED PORTUGAL DKV,,,,,,,
10058,89741,6021001,153.31,,,,,,,REPSOL PORTUGUESA. S.A.,,,,,,,
10058,89742,4000001,-153.31,,,,,,,REPSOL PORTUGUESA. S.A.,,,,,,,
10059,89751,4000001,-619.48,,,,,,,SOLRED. S.A.,,,,,,,
10059,89747,6212001,2.12,,,,,,,SOLRED. S.A.,,,,,,,
10059,89745,6212001,32.97,,,,,,,SOLRED. S.A.,,,,,,,
10059,89743,6212001,1.08,,,,,,,SOLRED. S.A.,,,,,,,
10059,89748,4720001,0.45,,,,,,,SOLRED. S.A.,,,,,,,
10059,89750,4720001,99.91,,,,,,,SOLRED. S.A.,,,,,,,
10059,89744,4720001,0.23,,,,,,,SOLRED. S.A.,,,,,,,
10059,89746,4720001,6.92,,,,,,,SOLRED. S.A.,,,,,,,
10059,89749,6021001,475.8,,,,,,,SOLRED. S.A.,,,,,,,
10060,89752,6021001,79.92,,,,,,,DKV EURO SERVICE Gmbh + Co. KG,,,,,,,
10060,89753,4000001,-79.92,,,,,,,DKV EURO SERVICE Gmbh + Co. KG,,,,,,,
10061,89754,6021001,59.5,,,,,,,DKV EURO SERVICE GMBH + CO.KG,,,,,,,
10061,89755,4000001,-59.5,,,,,,,DKV EURO SERVICE GMBH + CO.KG,,,,,,,
10062,89765,4000001,155.21,,,,,,,SOLRED PORTUGAL DKV,,,,,,,
10062,89762,4000001,-1000.0,,,,,,,ANT. PAGO FACTURA,,,,,,,
10062,89763,4000001,94.53,,,,,,,SOLRED. S.A.,,,,,,,
10062,89757,4000001,59.5,,,,,,,DKV EURO SERVICE GMBH + CO.KG,,,,,,,
10062,89760,4000001,-3099.03,,,,,,,SOLRED. S.A.,,,,,,,
10062,89761,4000001,3695.98,,,,,,,SOLRED. S.A.,,,,,,,
10062,89758,4000001,79.92,,,,,,,DKV EURO SERVICE Gmbh + Co. KG,,,,,,,
10062,89764,4000001,153.31,,,,,,,REPSOL PORTUGUESA. S.A.,,,,,,,
10062,89756,4000001,-758.9,,,,,,,SOLRED. S.A.,,,,,,,
10062,89759,4000001,619.48,,,,,,,SOLRED. S.A.,,,,,,,
10063,89768,4100001,-17941.88,,,,,,,MOVILDATA INTERNACIONAL. S.L.U.,,,,,,,
10063,89767,4720001,3113.88,,,,,,,MOVILDATA INTERNACIONAL. S.L.U.,,,,,,,
10063,89766,4109004,14828.0,,,,,,,MOVILDATA INTERNACIONAL. S.L.U.,,,,,,,
