journal_entry_id,gl_account_number,debit_credit_indicator
1400000086,51120914,S
1400000086,411100,H
1400000087,411100,H
1400000087,51120914,S
1400000088,51120914,S
1400000088,411100,H
1400000089,411100,H
1400000089,51120914,S
1400000090,51120914,S
1400000090,411450,H
1400000091,411450,H
1400000091,51120914,S
1400000092,51120914,S
1400000092,411100,H
1400000093,411100,H
1400000093,51120914,S
1400000094,51120914,S
1400000094,411100,H
1400000095,411100,H
1400000095,51120914,S
1400000096,51120914,S
1400000096,411100,H
1400000097,411100,H
1400000097,51120914,S
1400000098,51120914,S
1400000098,411450,H
1400000099,51120914,S
1400000099,411450,H
1400000100,51120914,S
1400000100,411100,H
1400000101,411100,H
1400000101,51120914,S
1400000101,411100,S
1400000102,411100,H
1400000102,51120914,S
1400000103,51120914,S
1400000103,411100,H
1400000104,51120914,S
1400000104,411450,H
1400000105,411100,H
1400000105,51120914,S
1400000106,411100,H
1400000106,51120914,S
1400000107,51120914,S
1400000107,411100,H
1400000108,51120914,S
1400000108,411450,H
1500000080,51150914,H
1500000080,401100,S
1500000081,447300,S
1500000081,51150914,H
1500000082,51150914,H
1500000082,431000,S
1500000083,51150914,H
1500000083,421000,S
1500000084,421000,S
1500000084,51150914,H
1500000085,51150914,H
1500000085,447300,S
1500000086,51150914,H
1500000086,431000,S
1500000087,421000,S
1500000087,51150914,H
1500000088,51150914,H
1500000088,421000,S
1500000089,447300,S
1500000089,51150914,H
1500000090,51150914,H
1500000090,431000,S
1500000091,51150914,H
1500000091,421000,S
1500000092,421000,S
1500000092,51150914,H
1500000093,51150914,H
1500000093,421000,S
1500000094,421000,S
1500000094,51150914,H
1500000095,51150914,H
1500000095,447300,S
1500000096,431000,S
1500000096,51150914,H
1500000097,51150914,H
1500000097,421000,S
1500000098,421000,S
1500000098,51150914,H
1500000099,51150914,H
1500000099,431000,S
1500000100,51150914,H
1500000100,421000,S
1500000101,401400,H
1500000101,51120914,S
1500000102,51150914,H
1500000102,401400,S
1500000103,447300,S
1500000103,51150914,H
1500000104,51150914,H
1500000104,431000,S
1500000105,447300,S
1500000105,51150914,H
1500000106,51150914,H
1500000106,431000,S
1500000107,51150914,H
1500000107,421000,S
1500000108,51150914,H
1500000108,401100,S
1500000109,51150914,H
1500000109,447300,S
1500000110,431000,S
1500000110,51150914,H
1500000111,444000,H
1500000111,51120914,S
1500000112,51150914,H
1500000112,421000,S
1500000113,421000,S
1500000113,51150914,H
1500000114,51150914,H
1500000114,447300,S
1500000115,51150914,H
1500000115,431000,S
1500000116,51150914,H
1500000116,401100,S
1500000117,401100,S
1500000117,51150914,H
1500000118,51150914,H
1500000118,401100,S
1600000071,487998,S
1600000071,707100,H
1600000072,707100,H
1600000072,487998,S
1600000073,487998,S
1600000073,707100,H
1600000074,707100,S
1600000074,487998,H
1600000075,487998,S
1600000075,707100,H
1600000076,707100,H
1600000076,487998,S
1600000077,487998,S
1600000077,707100,H
1600000078,707100,H
1600000078,487998,S
1600000079,487998,S
1600000079,707100,H
1600000080,707100,H
1600000080,487998,S
1600000081,487998,S
1600000081,707100,H
1600000082,707100,H
1600000082,487998,S
1600000083,487998,S
1600000083,707100,H
1600000084,707100,H
1600000084,487998,S
1600000085,487998,H
1600000085,707100,S
1600000086,707100,H
1600000086,487998,S
1600000087,487998,S
1600000087,707100,H
1600000088,707100,H
1600000088,487998,S
1600000089,487998,S
1600000089,707100,H
1600000090,487998,S
1600000090,707100,H
1600000091,487998,S
1600000091,707100,H
1600000092,487998,S
1600000092,707100,H
1600000093,707100,H
1600000093,487998,S
1600000094,487998,S
1600000094,707100,H
1600000095,707100,H
1600000095,487998,S
1600000096,487998,H
1600000096,707100,S
1600000097,707100,H
1600000097,487998,S
1600000098,487998,S
1600000098,707100,H
1600000099,707100,H
1600000099,487998,S
1600000100,487998,S
1600000100,707100,H
1600000101,487998,S
1600000101,707100,H
1600000102,707100,H
1600000102,487998,S
1600000103,487998,S
1600000103,707100,H
1600000104,707100,H
1600000104,487998,S
1600000105,487998,H
1600000105,707100,S
1600000106,707100,H
1600000106,487998,S
1600000107,487998,S
1600000107,707100,H
1600000108,707100,H
1600000108,487998,S
1600000109,487998,S
1600000109,707100,H
1600000110,707100,H
1600000110,487998,S
1600000111,487998,S
1600000111,707100,H
1600000112,707100,H
1600000112,487998,S
1600000113,487998,S
1600000113,707100,H
1600000114,707100,H
1600000114,487998,S
1600000115,487998,S
1600000115,707100,H
1600000116,487998,S
1600000116,707100,H
1600000117,707100,H
1600000117,487998,S
1600000118,487998,S
1600000118,707100,H
1600000119,487998,S
1600000119,707100,H
1600000120,487998,S
1600000120,707100,H
1600000121,487998,S
1600000121,707100,H
1600000122,707100,H
1600000122,487998,S
1600000123,707100,H
1600000123,487998,S
1600000124,487998,S
1600000124,707100,H
1600000125,707100,H
1600000125,487998,S
1600000126,707100,H
1600000126,487998,S
1600000127,487998,S
1600000127,707100,H
1600000128,707100,H
1600000128,487998,S
1600000129,487998,S
1600000129,707100,H
1600000130,707100,H
1600000130,487998,S
1600000131,487998,S
1600000131,707100,H
1600000132,707100,H
1600000132,487998,S
1600000133,487998,S
1600000133,707100,H
1600000134,707100,S
1600000134,487998,H
1600000135,487998,S
1600000135,707100,H
1600000136,707100,H
1600000136,487998,S
1600000137,487998,S
1600000137,707100,H
1600000138,487998,S
1600000138,707100,H
1600000139,707100,H
1600000139,487998,S
1600000140,487998,S
1600000140,707100,H
1600000141,707100,H
1600000141,487998,S
1600000142,487998,S
1600000142,707100,H
1600000143,707100,H
1600000143,487998,S
1600000144,487998,S
1600000144,707100,H
1600000145,707100,H
1600000145,487998,S
1600000146,487998,S
1600000146,707100,H
1600000147,707100,H
1600000147,487998,S
1600000148,487998,S
1600000148,707100,H
1600000149,487998,S
1600000149,707100,H
1600000150,487998,S
1600000150,707100,H
1600000151,707100,H
1600000151,487998,S
1600000152,487998,S
1600000152,707100,H
1600000153,707100,H
1600000153,487998,S
1600000154,487998,S
1600000154,707100,H
1600000155,707100,H
1600000155,487998,S
1600000156,487998,S
1600000156,707100,H
1600000157,707100,H
1600000157,487998,S
1600000158,487998,S
1600000158,707100,H
1600000159,707100,H
1600000159,487998,S
1600000160,487998,S
1600000160,707100,H
1600000161,707100,H
1600000161,487998,S
1600000162,707100,H
1600000162,487010,S
1600000163,707100,H
1600000163,487998,S
1600000164,487998,S
1600000164,707100,H
1600000165,487998,S
1600000165,707100,H
1600000166,707100,H
1600000166,487998,S
1600000167,487998,S
1600000167,707100,H
1600000168,707100,H
1600000168,487998,S
1600000169,487998,S
1600000169,707100,H
1600000170,707100,H
1600000170,487998,S
1600000171,487998,S
1600000171,707100,H
1600000172,707100,S
1600000172,487998,H
1600000173,707100,S
1600000173,487998,H
1600000174,707100,S
1600000174,487998,H
1600000175,487998,S
1600000175,707100,H
1600000176,707100,H
1600000176,487998,S
1600000177,487998,S
1600000177,707100,H
1600000178,487998,S
1600000178,707100,H
1600000179,707100,H
1600000179,487998,S
1600000180,707100,H
1600000180,487998,S
1600000181,707100,H
1600000181,487998,S
1600000182,707100,H
1600000182,487998,S
1600000183,487998,S
1600000183,707100,H
1600000184,487998,S
1600000184,707100,H
1600000185,707100,H
1600000185,487998,S
1600000186,487010,S
1600000186,707100,H
1600000187,487998,S
1600000187,707100,H
1600000188,707100,H
1600000188,487998,S
1600000189,487998,S
1600000189,707100,H
1600000190,707100,H
1600000190,487998,S
1600000191,487998,S
1600000191,707100,H
1600000192,707100,H
1600000192,487998,S
1600000193,487998,S
1600000193,707100,H
1600000194,707100,H
1600000194,487998,S
1600000195,707100,H
1600000195,487998,S
1600000196,487998,S
1600000196,707100,H
1600000197,707100,H
1600000197,487998,S
1600000198,707100,H
1600000198,487010,S
1600000199,707100,H
1600000199,487998,S
1600000200,487998,S
1600000200,707100,H
1600000201,487998,S
1600000201,707100,H
1600000202,487998,S
1600000202,707100,H
1600000203,487998,S
1600000203,707100,H
1600000204,707100,H
1600000204,487998,S
1600000205,487998,S
1600000205,707100,H
1600000206,707100,H
1600000206,487998,S
1600000207,487998,S
1600000207,707100,H
1600000208,707100,H
1600000208,487998,S
1600000209,487998,S
1600000209,707100,H
1600000210,487998,S
1600000210,707100,H
1600000211,707100,H
1600000211,487010,S
1600000212,487998,S
1600000212,707100,H
1600000213,707100,H
1600000213,487998,S
1600000214,487998,S
1600000214,707100,H
1600000215,707100,H
1600000215,487998,S
1600000216,487998,S
1600000216,707100,H
1600000217,707100,H
1600000217,487998,S
1600000218,487998,S
1600000218,707100,H
1600000219,707100,H
1600000219,487998,S
1600000220,487998,S
1600000220,707100,H
1600000221,707100,H
1600000221,487998,S
1600000222,487998,S
1600000222,707100,H
1600000223,707100,H
1600000223,487998,S
1600000224,707100,H
1600000224,487010,S
1600000225,487998,S
1600000225,707100,H
1600000226,487998,S
1600000226,707100,H
1600000227,487998,S
1600000227,707100,H
1600000228,707100,H
1600000228,487998,S
1600000229,487998,S
1600000229,707100,H
1600000230,487998,S
1600000230,707100,H
1600000231,487998,S
1600000231,707100,H
1600000232,487998,S
1600000232,707100,H
1600000233,487998,S
1600000233,707100,H
1600000234,707100,H
1600000234,487998,S
1600000235,487998,S
1600000235,707100,H
1600000236,487010,S
1600000236,707100,H
1700000007,401100,S
1700000007,706538,H
1700000007,445620,H
1900000113,706539,S
1900000113,401400,H
1900000114,401400,H
1900000114,706539,S
1900000115,706539,S
1900000115,401400,H
1900000116,445310,H
1900000116,401400,H
1900000116,706539,S
1900000116,445360,S
1900000117,401100,H
1900000117,706542,S
1900000117,706542,S
1900000117,445620,S
1900000117,445930,S
1900000118,706539,S
1900000118,401400,H
1900000119,706538,S
1900000119,445620,S
1900000119,401100,H
1900000120,401100,H
1900000120,445620,S
1900000120,706538,S
1900000121,401100,H
1900000121,706538,S
1900000121,445620,S
1900000122,401400,H
1900000122,706539,S
1900000123,706539,S
1900000123,401400,H
1900000124,401400,H
1900000124,706539,S
1900000125,401400,H
1900000125,445620,S
1900000125,604300,S
1900000126,445620,S
1900000126,706542,S
1900000126,401100,H
1900000126,706542,S
1900000126,445930,S
1900000127,401400,H
1900000127,706539,S
1900000128,401100,H
1900000128,709600,S
1900000128,445620,S
1900000129,401100,H
1900000129,709600,S
1900000129,445620,S
1900000130,401100,H
1900000130,445620,S
1900000130,709600,S
1900000131,706539,S
1900000131,401400,H
1900000132,706539,S
1900000132,401400,H
1900000133,445620,S
1900000133,401400,H
1900000133,604300,S
1900000134,401400,H
1900000134,706539,S
1900000135,706538,S
1900000135,445620,S
1900000135,401100,H
1900000136,401100,H
1900000136,706538,S
1900000136,445620,S
1900000137,445620,S
1900000137,706538,S
1900000137,401100,H
1900000138,401100,H
1900000138,706538,S
1900000138,445620,S
1900000139,706538,S
1900000139,445620,S
1900000139,401100,H
1900000140,401400,H
1900000140,706539,S
1900000141,706538,S
1900000141,445620,S
1900000141,401100,H
1900000142,445620,S
1900000142,401100,H
1900000142,706538,S
1900000143,706538,S
1900000143,401100,H
1900000143,445620,S
1900000144,706538,S
1900000144,445620,S
1900000144,401100,H
1900000145,445620,S
1900000145,709600,S
1900000145,401100,H
1900000146,445620,S
1900000146,401100,H
1900000146,706538,S
1900000147,706538,S
1900000147,401100,H
1900000147,445620,S
1900000148,706539,S
1900000148,401400,H
1900000149,706542,S
1900000149,706542,S
1900000149,401100,H
1900000149,445620,S
1900000149,445930,S
1900000150,706539,S
1900000150,401400,H
1900000151,401400,H
1900000151,706539,S
1900000152,445930,S
1900000152,706542,S
1900000152,706542,S
1900000152,401100,H
1900000152,445620,S
1900000153,401400,H
1900000153,706539,S
1900000154,445620,S
1900000154,401100,H
1900000154,706538,S
1900000155,706538,S
1900000155,445620,S
1900000155,401100,H
1900000156,706539,S
1900000156,401400,H
1900000157,709600,S
1900000157,401100,H
1900000157,445620,S
1900000158,401400,H
1900000158,706539,S
1900000159,445620,S
1900000159,401100,H
1900000159,706538,S
1900000160,706539,S
1900000160,401400,H
1900000161,445620,S
1900000161,401100,H
1900000161,706538,S
1900000162,401400,H
1900000162,706539,S
1900000163,445930,S
1900000163,706542,S
1900000163,445620,S
1900000163,401100,H
1900000163,706542,S
1900000164,401400,H
1900000164,706539,S
1900000165,709600,S
1900000165,445620,S
1900000165,401100,H
1900000166,401400,H
1900000166,706539,S
1900000167,706539,S
1900000167,401400,H
1900000168,401400,H
1900000168,706539,S
1900000169,445620,S
1900000169,445930,S
1900000169,401100,H
1900000169,706542,S
1900000169,706542,S
1900000170,709600,S
1900000170,445620,S
1900000170,401100,H
1900000171,401100,H
1900000171,709600,S
1900000171,445620,S
1900000172,401100,H
1900000172,445620,S
1900000172,706542,S
1900000172,445930,S
1900000172,706542,S
1900000173,401100,H
1900000173,445930,S
1900000173,706542,S
1900000173,706542,S
1900000173,445620,S
1900000174,709600,S
1900000174,445620,S
1900000174,401100,H
1900000175,706542,S
1900000175,401100,H
1900000175,445620,S
1900000175,706542,S
1900000175,445930,S
1900000176,709600,S
1900000176,401100,H
1900000176,445620,S
1900000177,706542,S
1900000177,401100,H
1900000177,445620,S
1900000177,445930,S
1900000177,706542,S
1900000178,401100,H
1900000178,709600,S
1900000178,445620,S
1900000179,445620,S
1900000179,706542,S
1900000179,445930,S
1900000179,401100,H
1900000179,706542,S
1900000180,709600,S
1900000180,445620,S
1900000180,401100,H
1900000181,706542,S
1900000181,706542,S
1900000181,445930,S
1900000181,401100,H
1900000181,445620,S
1900000182,709600,S
1900000182,445620,S
1900000182,401100,H
2000000050,411100,S
2000000050,51160914,H
2000000051,51160914,H
2000000051,411100,S
2000000052,411100,S
2000000052,51160914,H
2000000053,401400,S
2000000053,51150914,H
2000000054,401400,S
2000000054,51150914,H
2000000055,51150914,H
2000000055,401100,S
2000000056,51150914,H
2000000056,401100,S
2000000057,51150914,H
2000000057,423000,S
2000000058,51150914,H
2000000058,401450,S
2000000059,51150914,H
2000000059,401450,S
2000000060,401100,S
2000000060,51150914,H
2000000061,51150914,H
2000000061,401400,S
2000000062,401100,S
2000000062,51150914,H
2000000063,401400,S
2000000063,51150914,H
2000000064,401400,S
2000000064,51150914,H
2000000065,51150914,H
2000000065,401100,S
2000000066,401450,S
2000000066,51150914,H
2000000067,401400,H
2000000067,51150914,S
2000000068,51150914,S
2000000068,401400,H
2000000069,51150914,S
2000000069,401100,H
2000000070,401450,H
2000000070,51150914,S
2000000071,401100,H
2000000071,51150914,S
2000000072,401400,S
2000000072,51150914,H
2000000073,51150914,H
2000000073,401400,S
2000000074,401100,S
2000000074,51150914,H
2000000075,51150914,H
2000000075,401100,S
2000000076,51150914,H
2000000076,401450,S
2000000077,51150914,H
2000000077,401400,S
2000000078,51150914,H
2000000078,401400,S
2000000079,51150914,H
2000000079,401100,S
2000000080,423000,S
2000000080,51150914,H
2000000081,51150914,H
2000000081,401100,S
2000000082,51150914,H
2000000082,401400,S
2000000083,401100,S
2000000083,51150914,H
2000000084,401400,S
2000000084,51150914,H
2000000085,401400,S
2000000085,51150914,H
2000000086,51150914,H
2000000086,401400,S
2000000087,51150914,H
2000000087,401400,S
2000000088,401100,S
2000000088,51150914,H
2000000089,51150914,H
2000000089,401100,S
2000000090,401100,S
2000000090,51150914,H
2000000091,51150914,H
2000000091,401400,S
2000000092,51150914,H
2000000092,401100,S
2000000093,51150914,H
2000000093,401400,S
2000000094,51150914,H
2000000094,401100,S
2000000095,423000,S
2000000095,51150914,H
2000000096,51150914,H
2000000096,423000,S
2000000097,423000,S
2000000097,51150914,H
2000000098,51150914,S
2000000098,423000,H
2000000099,423000,H
2000000099,51150914,S
2000000100,51150914,S
2000000100,423000,H
2000000101,51150914,S
2000000101,401100,H
2000000102,401400,H
2000000102,51150914,S
2000000103,401400,S
2000000103,51150914,H
2000000104,401100,S
2000000104,51150914,H
2000000105,51150914,H
2000000105,401400,S
2000000106,401400,S
2000000106,51150914,H
2000000107,51150914,H
2000000107,401100,S
2000000108,423000,S
2000000108,51150914,H
2000000109,51150914,H
2000000109,423000,S
2000000110,423000,S
2000000110,51150914,H
2000000111,51150914,H
2000000111,401100,S
2000000112,51150914,H
2000000112,401400,S
2000000113,423000,S
2000000113,51150914,H
2000000114,51150914,H
2000000114,423000,S
2000000115,423000,S
2000000115,51150914,H
2000000116,51150914,H
2000000116,423000,S
2000000117,51150914,S
2000000117,401400,H
2000000118,51150914,S
2000000118,423000,H
2000000119,51150914,S
2000000119,423000,H
2000000120,401400,S
2000000120,51150914,H
2000000121,51150914,H
2000000121,423000,S
2000000122,423000,S
2000000122,51150914,H
2000000123,51150914,H
2000000123,401400,S
2000000124,401100,S
2000000124,51150914,H
2000000125,51150914,H
2000000125,401400,S
2000000126,401100,S
2000000126,51150914,H
2000000127,401450,S
2000000127,51150914,H
2000000128,51150914,H
2000000128,401450,S
2000000129,423000,S
2000000129,51150914,H
2000000130,51150914,H
2000000130,401400,S
2000000131,51150914,H
2000000131,401100,S
2000000132,401400,H
2000000132,51150914,S
2000000133,51150914,S
2000000133,401100,H
2000000134,51150914,H
2000000134,401400,S
2000000135,401100,S
2000000135,51150914,H
2000000136,401400,S
2000000136,51150914,H
2000000137,51150914,H
2000000137,401400,S
2000000138,401400,S
2000000138,51150914,H
2000000139,51150914,H
2000000139,401400,S
2000000140,51150914,H
2000000140,401100,S
2000000141,401100,S
2000000141,51150914,H
2000000142,51150914,H
2000000142,401100,S
2000000143,401100,S
2000000143,51150914,H
2000000144,51150914,H
2000000144,401100,S
2000000145,423000,S
2000000145,51150914,H
2000000146,51150914,H
2000000146,401400,S
2000000147,401400,S
2000000147,51150914,H
2000000148,51150914,H
2000000148,423000,S
2000000149,423000,S
2000000149,51150914,H
2000000150,51150914,H
2000000150,401400,S
2000000151,401100,S
2000000151,51150914,H
2000000152,51150914,H
2000000152,401450,S
2000000153,401450,S
2000000153,51150914,H
2000000154,51150914,H
2000000154,423000,S
2000000155,51150914,H
2000000155,401400,S
2000000156,51150914,H
2000000156,401100,S
2000000157,401400,S
2000000157,51150914,H
2000000158,401400,S
2000000158,51150914,H
2000000159,401100,S
2000000159,51150914,H
2000000160,51150914,H
2000000160,401100,S
2000000161,51150914,H
2000000161,401100,S
2000000162,51150914,S
2000000162,401400,H
2000000163,51150914,S
2000000163,401100,H
2000000164,51150914,S
2000000164,401400,H
2000000165,51150914,S
2000000165,401400,H
2000000166,401100,H
2000000166,51150914,S
2000000167,401100,H
2000000167,51150914,S
2000000168,401100,H
2000000168,51150914,S
2000000169,401400,S
2000000169,51150914,H
2000000170,51150914,H
2000000170,401100,S
2000000171,51150914,H
2000000171,401400,S
2000000172,51150914,H
2000000172,401100,S
2000000173,401400,S
2000000173,51150914,H
2000000174,401400,S
2000000174,51150914,H
2000000175,51150914,H
2000000175,401400,S
2000000176,401100,S
2000000176,51150914,H
2000000177,51150914,H
2000000177,401100,S
2000000178,401100,S
2000000178,51150914,H
2000000179,51150914,H
2000000179,423000,S
2000000180,401100,S
2000000180,51150914,H
2000000181,401400,S
2000000181,51150914,H
2000000182,401400,S
2000000182,51150914,H
2000000183,51150914,H
2000000183,401100,S
2000000184,51150914,H
2000000184,401400,S
2000000185,401400,S
2000000185,51150914,H
2000000186,401450,S
2000000186,51150914,H
2000000187,401450,S
2000000187,51150914,H
2000000188,423000,S
2000000188,51150914,H
2000000189,51150914,H
2000000189,423000,S
2000000190,401100,S
2000000190,51150914,H
2000000191,51150914,H
2000000191,401100,S
2000000192,401100,S
2000000192,51150914,H
2000000193,51150914,S
2000000193,401100,H
2000000194,401100,H
2000000194,51150914,S
2000000195,401100,S
2000000195,51150914,H
2000000196,51150914,H
2000000196,401100,S
2000000197,51150914,H
2000000197,401400,S
2000000198,51150914,H
2000000198,423000,S
2000000199,401400,S
2000000199,51150914,H
2000000200,401400,S
2000000200,51150914,H
2000000201,51150914,H
2000000201,401100,S
2000000202,51150914,H
2000000202,401100,S
2000000203,401100,H
2000000203,51150914,S
2000000204,51150914,S
2000000204,401100,H
2000000205,401100,S
2000000205,51150914,H
2000000206,51150914,H
2000000206,401100,S
2000000207,51150914,H
2000000207,401450,S
2000000208,401450,S
2000000208,51150914,H
2000000209,51150914,H
2000000209,423000,S
2000000210,51150914,H
2000000210,401400,S
2000000211,51150914,H
2000000211,401100,S
2000000212,401100,S
2000000212,51150914,H
2000000213,51150914,H
2000000213,401400,S
2000000214,51150914,H
2000000214,401100,S
2000000215,401100,S
2000000215,51150914,H
2000000216,401100,S
2000000216,51150914,H
2000000217,423000,S
2000000217,51150914,H
2000000218,401100,S
2000000218,51150914,H
2000000219,51150914,H
2000000219,401400,S
2000000220,401400,S
2000000220,51150914,H
2000000221,51150914,H
2000000221,401100,S
2000000222,51150914,H
2000000222,401450,S
2000000223,401450,S
2000000223,51150914,H
2000000224,51150914,S
2000000224,401100,H
2000000225,51150914,S
2000000225,401400,H
2000000226,51150914,S
2000000226,401400,H
2000000227,51150914,S
2000000227,401100,H
2000000228,51150914,S
2000000228,401450,H
2000000229,51150914,S
2000000229,401450,H
2000000230,51150914,H
2000000230,401400,S
2000000231,51150914,H
2000000231,401400,S
2000000232,401100,S
2000000232,51150914,H
2000000233,401100,S
2000000233,51150914,H
2000000234,51150914,H
2000000234,401100,S
2000000235,401400,S
2000000235,51150914,H
2000000236,51150914,H
2000000236,401400,S
2000000237,51150914,H
2000000237,401100,S
2000000238,401100,S
2000000238,51150914,H
2000000239,51150914,H
2000000239,401450,S
2000000240,401450,S
2000000240,51150914,H
2000000241,51150914,H
2000000241,423000,S
2000000242,401100,S
2000000242,51150914,H
2000000243,401100,S
2000000243,51150914,H
2000000244,51150914,H
2000000244,401450,S
2000000245,401400,S
2000000245,51150914,H
2000000246,401100,S
2000000246,51150914,H
2000000247,51150914,H
2000000247,401450,S
2000000248,51150914,H
2000000248,401450,S
2000000249,401400,S
2000000249,51150914,H
2000000250,51150914,H
2000000250,401100,S
2000000251,401100,S
2000000251,51150914,H
2000000252,51150914,H
2000000252,401100,S
2000000253,401400,H
2000000253,51150914,S
2000000254,51150914,S
2000000254,401100,H
2000000255,51150914,S
2000000255,401100,H
2000000256,401100,H
2000000256,51150914,S
2000000257,51150914,H
2000000257,401400,S
2000000258,51150914,H
2000000258,401100,S
2000000259,401100,S
2000000259,51150914,H
2000000260,51150914,H
2000000260,401100,S
2000000261,423000,S
2000000261,51150914,H
2000000262,423000,S
2000000262,51150914,H
2000000263,51150914,H
2000000263,401100,S
2000000264,401450,S
2000000264,51150914,H
2000000265,51150914,H
2000000265,401450,S
2000000266,423000,S
2000000266,51150914,H
2000000267,401450,S
2000000267,51150914,H
2000000268,51150914,H
2000000268,401100,S
2000000269,401400,S
2000000269,51150914,H
2000000270,51150914,H
2000000270,401100,S
2000000271,401100,S
2000000271,51150914,H
2000000272,51150914,H
2000000272,401100,S
2000000273,401100,S
2000000273,51150914,H
2000000274,401400,S
2000000274,51150914,H
2000000275,51150914,H
2000000275,401400,S
2000000276,401100,S
2000000276,51150914,H
2000000277,51150914,H
2000000277,401100,S
2000000278,401100,S
2000000278,51150914,H
2000000279,51150914,H
2000000279,423000,S
2000000280,401450,S
2000000280,51150914,H
2000000281,423000,S
2000000281,51150914,H
2000000282,51150914,H
2000000282,423000,S
2000000283,401100,S
2000000283,51150914,H
2000000284,401400,S
2000000284,51150914,H
2000000285,51150914,H
2000000285,401400,S
2000000286,51150914,H
2000000286,401100,S
2000000287,51150914,H
2000000287,401100,S
2000000288,401100,S
2000000288,51150914,H
2000000289,51150914,H
2000000289,401450,S
2000000290,51150914,H
2000000290,401450,S
2000000291,423000,S
2000000291,51150914,H
2000000292,51150914,H
2000000292,401100,S
2000000293,51150914,H
2000000293,401400,S
2000000294,401100,S
2000000294,51150914,H
2000000295,51150914,H
2000000295,401100,S
2000000296,423000,S
2000000296,51150914,H
2000000297,51150914,H
2000000297,423000,S
2000000298,401100,S
2000000298,51150914,H
2000000299,51150914,H
2000000299,401100,S
2000000300,423000,S
2000000300,51150914,H
2000000301,423000,S
2000000301,51150914,H
2000000302,401100,H
2000000302,51150914,S
2000000303,51150914,S
2000000303,401100,H
2000000304,423000,H
2000000304,51150914,S
2000000305,51150914,S
2000000305,423000,H
2000000306,51150914,H
2000000306,401100,S
2000000307,401100,S
2000000307,51150914,H
2000000308,51150914,H
2000000308,423000,S
2000000309,423000,S
2000000309,51150914,H
2000000310,51150914,H
2000000310,401100,S
2000000311,401100,S
2000000311,51150914,H
2000000312,51150914,H
2000000312,401100,S
2000000313,401450,S
2000000313,51150914,H
2000000314,51150914,H
2000000314,401100,S
2000000315,51150914,H
2000000315,401400,S
2000000316,51150914,H
2000000316,401100,S
2000000317,401100,S
2000000317,51150914,H
2000000318,51150914,H
2000000318,401100,S
2000000319,423000,S
2000000319,51150914,H
2000000320,51150914,H
2000000320,401100,S
2000000321,51150914,H
2000000321,401400,S
2000000322,401100,S
2000000322,51150914,H
2000000323,401100,S
2000000323,51150914,H
2000000324,51150914,H
2000000324,401450,S
2000000325,51150914,H
2000000325,401400,S
2000000326,401100,S
2000000326,51150914,H
2000000327,51150914,H
2000000327,401100,S
2000000328,51150914,H
2000000328,401100,S
2000000329,401100,S
2000000329,51150914,H
2000000330,423000,S
2000000330,51150914,H
2000000331,423000,S
2000000331,51150914,H
2000000332,51150914,H
2000000332,423000,S
2000000333,51150914,S
2000000333,401400,H
2000000334,401100,H
2000000334,51150914,S
2000000335,51150914,S
2000000335,401100,H
2000000336,401100,H
2000000336,51150914,S
2000000337,51150914,S
2000000337,401100,H
2000000338,423000,H
2000000338,51150914,S
2000000339,51150914,S
2000000339,423000,H
2000000340,423000,H
2000000340,51150914,S
2200000006,51160914,H
2200000006,411100,S
2200000007,51160914,H
2200000007,411100,S
2200000008,51160914,H
2200000008,411100,S
2200000009,411100,S
2200000009,51160914,H
2200000010,411100,S
2200000010,51160914,H
2200000011,51160914,H
2200000011,411100,S
2500000120,622800,H
2500000120,408122,S
2500000121,408122,S
2500000121,709600,H
2500000122,706539,S
2500000122,408122,H
2500000123,613200,H
2500000123,408122,S
2500000124,622800,H
2500000124,408122,S
2500000125,408122,S
2500000125,658000,H
2500000126,628430,H
2500000126,408122,S
2500000127,607550,H
2500000127,408122,S
2500000128,615400,H
2500000128,408122,S
2500000129,706100,S
2500000129,418100,H
2500000130,418100,S
2500000130,706100,H
2500000131,408122,H
2500000131,622800,S
2500000132,622500,S
2500000132,408122,H
2500000133,408122,H
2500000133,658000,S
2500000134,408122,H
2500000134,658000,S
2500000135,607500,S
2500000135,408122,H
2500000136,628430,S
2500000136,408122,H
2500000137,408122,H
2500000137,628430,S
2500000138,408122,H
2500000138,607550,S
2500000139,408122,H
2500000139,607550,S
2500000140,615400,S
2500000140,408122,H
2500000141,615400,S
2500000141,408122,H
2500000142,709600,S
2500000142,408122,H
2500000143,408122,S
2500000143,706539,H
2500000144,622800,H
2500000144,408122,S
2500000145,408122,S
2500000145,622500,H
2500000146,408122,S
2500000146,658000,H
2500000147,658000,H
2500000147,408122,S
2500000148,408122,S
2500000148,607500,H
2500000149,628430,H
2500000149,408122,S
2500000150,408122,S
2500000150,628430,H
2500000151,607550,H
2500000151,408122,S
2500000152,607550,H
2500000152,408122,S
2500000153,408122,S
2500000153,615400,H
2500000154,408122,S
2500000154,615400,H
2500000155,709600,H
2500000155,408122,S
2500000156,408122,H
2500000156,706539,S
2500000157,706100,S
2500000157,418100,H
2500000158,418100,S
2500000158,706100,H
2500000159,622800,S
2500000159,408122,H
2500000160,408122,H
2500000160,622500,S
2500000161,408122,H
2500000161,604300,S
2500000162,408122,H
2500000162,604300,S
2500000163,628430,S
2500000163,408122,H
2500000164,628430,S
2500000164,408122,H
2500000165,408122,H
2500000165,607550,S
2500000166,615400,S
2500000166,408122,H
2500000167,408122,H
2500000167,615400,S
