journal_entry_id,fiscal_year,period_number,prepared_by,entry_date
1600000215,2024,11,W191062,26/11/2024
1600000216,2024,11,W191062,26/11/2024
1600000217,2024,11,W191062,26/11/2024
1600000218,2024,11,W191062,26/11/2024
1600000219,2024,11,W191062,26/11/2024
1600000220,2024,11,W191062,26/11/2024
1600000221,2024,11,W191062,26/11/2024
1600000222,2024,11,W191062,26/11/2024
1600000223,2024,11,W191062,26/11/2024
1600000224,2024,11,W191062,26/11/2024
1600000225,2024,12,W191062,24/12/2024
1600000226,2024,12,W191062,24/12/2024
1600000227,2024,12,W191062,24/12/2024
1600000228,2024,12,W191062,24/12/2024
1600000229,2024,12,W191062,24/12/2024
1600000230,2024,12,W191062,24/12/2024
1600000231,2024,12,W191062,24/12/2024
1600000232,2024,12,W191062,24/12/2024
1600000233,2024,12,W191062,24/12/2024
1600000234,2024,12,W191062,24/12/2024
1600000235,2024,12,W191062,24/12/2024
1600000236,2024,12,W191062,24/12/2024
1700000007,2024,2,WF-BATCH,31/01/2024
1900000113,2024,1,WF-BATCH,29/12/2023
1900000114,2024,1,WF-BATCH,04/01/2024
1900000115,2024,1,WF-BATCH,10/01/2024
1900000116,2024,1,WF-BATCH,16/01/2024
1900000117,2024,1,WF-BATCH,16/01/2024
1900000118,2024,1,WF-BATCH,23/01/2024
1900000119,2024,2,WF-BATCH,31/01/2024
1900000120,2024,2,WF-BATCH,31/01/2024
1900000121,2024,2,WF-BATCH,31/01/2024
1900000122,2024,2,WF-BATCH,31/01/2024
1900000123,2024,2,WF-BATCH,05/02/2024
1900000124,2024,2,WF-BATCH,13/02/2024
1900000125,2024,2,WF-BATCH,14/02/2024
1900000126,2024,2,WF-BATCH,16/02/2024
1900000127,2024,2,WF-BATCH,19/02/2024
1900000128,2024,2,WF-BATCH,23/02/2024
1900000129,2024,2,WF-BATCH,23/02/2024
1900000130,2024,2,WF-BATCH,23/02/2024
1900000131,2024,3,WF-BATCH,28/02/2024
1900000132,2024,3,WF-BATCH,04/03/2024
1900000133,2024,3,WF-BATCH,14/03/2024
1900000134,2024,3,WF-BATCH,18/03/2024
1900000135,2024,3,WF-BATCH,20/03/2024
1900000136,2024,3,WF-BATCH,20/03/2024
1900000137,2024,3,WF-BATCH,20/03/2024
1900000138,2024,3,WF-BATCH,20/03/2024
1900000139,2024,3,WF-BATCH,22/03/2024
1900000140,2024,3,WF-BATCH,22/03/2024
1900000141,2024,3,WF-BATCH,22/03/2024
1900000142,2024,3,WF-BATCH,22/03/2024
1900000143,2024,3,WF-BATCH,22/03/2024
1900000144,2024,3,WF-BATCH,22/03/2024
1900000145,2024,3,WF-BATCH,22/03/2024
1900000146,2024,3,WF-BATCH,22/03/2024
1900000147,2024,3,WF-BATCH,22/03/2024
1900000148,2024,4,WF-BATCH,26/03/2024
1900000149,2024,3,WF-BATCH,27/03/2024
1900000150,2024,4,WF-BATCH,03/04/2024
1900000151,2024,4,WF-BATCH,09/04/2024
1900000152,2024,4,WF-BATCH,15/04/2024
1900000153,2024,4,WF-BATCH,15/04/2024
1900000154,2024,4,WF-BATCH,22/04/2024
1900000155,2024,4,WF-BATCH,22/04/2024
1900000156,2024,4,WF-BATCH,22/04/2024
1900000157,2024,4,WF-BATCH,24/04/2024
1900000158,2024,5,WF-BATCH,08/05/2024
1900000159,2024,5,WF-BATCH,08/05/2024
1900000160,2024,5,WF-BATCH,08/05/2024
1900000161,2024,5,WF-BATCH,08/05/2024
1900000162,2024,5,WF-BATCH,13/05/2024
1900000163,2024,5,WF-BATCH,20/05/2024
1900000164,2024,5,WF-BATCH,21/05/2024
1900000165,2024,5,WF-BATCH,23/05/2024
1900000166,2024,6,WF-BATCH,29/05/2024
1900000167,2024,6,WF-BATCH,03/06/2024
1900000168,2024,6,WF-BATCH,10/06/2024
1900000169,2024,6,WF-BATCH,26/06/2024
1900000170,2024,7,WF-BATCH,23/07/2024
1900000171,2024,7,WF-BATCH,23/07/2024
1900000172,2024,7,WF-BATCH,24/07/2024
1900000173,2024,8,WF-BATCH,12/08/2024
1900000174,2024,8,WF-BATCH,23/08/2024
1900000175,2024,9,WF-BATCH,18/09/2024
1900000176,2024,9,WF-BATCH,24/09/2024
1900000177,2024,10,WF-BATCH,08/10/2024
1900000178,2024,10,WF-BATCH,21/10/2024
1900000179,2024,11,WF-BATCH,19/11/2024
1900000180,2024,11,WF-BATCH,22/11/2024
1900000181,2024,12,WF-BATCH,10/12/2024
1900000182,2024,12,WF-BATCH,23/12/2024
2000000050,2024,1,LSMW_FF_FIN,03/01/2024
2000000051,2024,1,LSMW_FF_FIN,03/01/2024
2000000052,2024,1,LSMW_FF_FIN,03/01/2024
2000000053,2024,1,W120739,05/01/2024
2000000054,2024,1,W120739,05/01/2024
2000000055,2024,1,W120739,05/01/2024
2000000056,2024,1,W120739,05/01/2024
2000000057,2024,1,W120739,05/01/2024
2000000058,2024,1,W120739,08/01/2024
2000000059,2024,1,W120739,08/01/2024
2000000060,2024,1,W120739,08/01/2024
2000000061,2024,1,W120739,08/01/2024
2000000062,2024,1,W120739,10/01/2024
2000000063,2024,1,W120739,12/01/2024
2000000064,2024,1,W120739,12/01/2024
2000000065,2024,1,W120739,12/01/2024
2000000066,2024,1,W120739,12/01/2024
2000000067,2024,1,W120739,18/01/2024
2000000068,2024,1,W120739,18/01/2024
2000000069,2024,1,W120739,18/01/2024
2000000070,2024,1,W120739,18/01/2024
2000000071,2024,1,W120739,18/01/2024
2000000072,2024,1,W120739,19/01/2024
2000000073,2024,1,W120739,19/01/2024
2000000074,2024,1,W120739,19/01/2024
2000000075,2024,1,W120739,19/01/2024
2000000076,2024,1,W120739,19/01/2024
2000000077,2024,1,W120739,26/01/2024
2000000078,2024,1,W120739,26/01/2024
2000000079,2024,1,W120739,26/01/2024
2000000080,2024,1,W120739,26/01/2024
2000000081,2024,2,W120739,01/02/2024
2000000082,2024,2,W120739,01/02/2024
2000000083,2024,2,W120739,01/02/2024
2000000084,2024,2,W120739,09/02/2024
2000000085,2024,2,W120739,09/02/2024
2000000086,2024,2,W120739,09/02/2024
2000000087,2024,2,W120739,09/02/2024
2000000088,2024,2,W120739,09/02/2024
2000000089,2024,2,W120739,09/02/2024
2000000090,2024,2,W120739,09/02/2024
2000000091,2024,2,W120739,16/02/2024
2000000092,2024,2,W120739,16/02/2024
2000000093,2024,2,W120732,21/02/2024
2000000094,2024,2,W120732,21/02/2024
2000000095,2024,2,W120732,21/02/2024
2000000096,2024,2,W120732,21/02/2024
2000000097,2024,2,W120732,21/02/2024
2000000098,2024,2,W120739,28/02/2024
2000000099,2024,2,W120739,28/02/2024
2000000100,2024,2,W120739,28/02/2024
2000000101,2024,2,W120739,28/02/2024
2000000102,2024,2,W120739,28/02/2024
2000000103,2024,3,W120739,01/03/2024
2000000104,2024,3,W120739,01/03/2024
2000000105,2024,3,W120739,01/03/2024
2000000106,2024,3,W120739,01/03/2024
2000000107,2024,3,W120739,01/03/2024
2000000108,2024,3,W120739,01/03/2024
2000000109,2024,3,W120739,01/03/2024
2000000110,2024,3,W120739,01/03/2024
2000000111,2024,3,W120739,05/03/2024
2000000112,2024,3,W120739,07/03/2024
2000000113,2024,3,W120739,07/03/2024
2000000114,2024,3,W120739,07/03/2024
2000000115,2024,3,W120739,15/03/2024
2000000116,2024,3,W120739,15/03/2024
2000000117,2024,3,W120739,15/03/2024
2000000118,2024,3,W120739,15/03/2024
2000000119,2024,3,W120739,15/03/2024
2000000120,2024,3,W120739,15/03/2024
2000000121,2024,3,W120739,15/03/2024
2000000122,2024,3,W120739,15/03/2024
2000000123,2024,3,W120739,22/03/2024
2000000124,2024,3,W120739,22/03/2024
2000000125,2024,3,W120739,22/03/2024
2000000126,2024,3,W120739,22/03/2024
2000000127,2024,3,W120739,22/03/2024
2000000128,2024,3,W120739,22/03/2024
2000000129,2024,3,W120739,22/03/2024
2000000130,2024,4,W120739,02/04/2024
2000000131,2024,4,W120739,02/04/2024
2000000132,2024,4,W106151,04/04/2024
2000000133,2024,4,W106151,04/04/2024
2000000134,2024,4,W120739,04/04/2024
2000000135,2024,4,W120739,04/04/2024
2000000136,2024,4,W120739,05/04/2024
2000000137,2024,4,W120739,05/04/2024
2000000138,2024,4,W120739,05/04/2024
2000000139,2024,4,W120739,05/04/2024
2000000140,2024,4,W120739,05/04/2024
2000000141,2024,4,W120739,05/04/2024
2000000142,2024,4,W120739,05/04/2024
2000000143,2024,4,W120739,05/04/2024
2000000144,2024,4,W120739,05/04/2024
2000000145,2024,4,W120739,05/04/2024
2000000146,2024,4,W120739,11/04/2024
2000000147,2024,4,W120739,11/04/2024
2000000148,2024,4,W120739,11/04/2024
2000000149,2024,4,W120739,11/04/2024
2000000150,2024,4,W120739,18/04/2024
2000000151,2024,4,W120739,18/04/2024
2000000152,2024,4,W120739,18/04/2024
2000000153,2024,4,W120739,18/04/2024
2000000154,2024,4,W120739,18/04/2024
2000000155,2024,4,W120739,25/04/2024
2000000156,2024,4,W120739,25/04/2024
2000000157,2024,4,W120739,25/04/2024
2000000158,2024,4,W120739,25/04/2024
2000000159,2024,4,W120739,25/04/2024
2000000160,2024,4,W120739,25/04/2024
2000000161,2024,4,W120739,25/04/2024
2000000162,2024,4,W120739,30/04/2024
2000000163,2024,4,W120739,30/04/2024
2000000164,2024,4,W120739,30/04/2024
2000000165,2024,4,W120739,30/04/2024
2000000166,2024,4,W120739,30/04/2024
2000000167,2024,4,W120739,30/04/2024
2000000168,2024,4,W120739,30/04/2024
2000000169,2024,5,W120739,07/05/2024
2000000170,2024,5,W120739,07/05/2024
2000000171,2024,5,W120739,10/05/2024
2000000172,2024,5,W120739,10/05/2024
2000000173,2024,5,W120739,10/05/2024
2000000174,2024,5,W120739,10/05/2024
2000000175,2024,5,W120739,10/05/2024
2000000176,2024,5,W120739,10/05/2024
2000000177,2024,5,W120739,10/05/2024
2000000178,2024,5,W120739,10/05/2024
2000000179,2024,5,W120739,10/05/2024
2000000180,2024,5,W120739,16/05/2024
2000000181,2024,5,W120739,16/05/2024
2000000182,2024,5,W120739,16/05/2024
2000000183,2024,5,W120739,16/05/2024
2000000184,2024,5,W120739,23/05/2024
2000000185,2024,5,W120739,24/05/2024
2000000186,2024,5,W120739,24/05/2024
2000000187,2024,5,W120739,24/05/2024
2000000188,2024,5,W120739,24/05/2024
2000000189,2024,5,W120739,24/05/2024
2000000190,2024,5,W120739,28/05/2024
2000000191,2024,5,W120739,30/05/2024
2000000192,2024,5,W120739,30/05/2024
2000000193,2024,5,W120739,03/06/2024
2000000194,2024,5,W120739,03/06/2024
2000000195,2024,6,W120739,03/06/2024
2000000196,2024,6,W120739,03/06/2024
2000000197,2024,6,W120739,05/06/2024
2000000198,2024,6,W120739,05/06/2024
2000000199,2024,6,W120739,06/06/2024
2000000200,2024,6,W120739,12/06/2024
2000000201,2024,6,W120739,13/06/2024
2000000202,2024,6,W120739,13/06/2024
2000000203,2024,6,W120739,14/06/2024
2000000204,2024,6,W120739,14/06/2024
2000000205,2024,6,W120739,14/06/2024
2000000206,2024,6,W120739,14/06/2024
2000000207,2024,6,W120739,21/06/2024
2000000208,2024,6,W120739,21/06/2024
2000000209,2024,6,W120739,21/06/2024
2000000210,2024,6,W120739,27/06/2024
2000000211,2024,6,W120739,27/06/2024
2000000212,2024,7,W120732,02/07/2024
2000000213,2024,7,W120739,10/07/2024
2000000214,2024,7,W120739,10/07/2024
2000000215,2024,7,W120739,10/07/2024
2000000216,2024,7,W120739,10/07/2024
2000000217,2024,7,W120739,10/07/2024
2000000218,2024,7,W120739,26/07/2024
2000000219,2024,7,W120739,26/07/2024
2000000220,2024,7,W120739,26/07/2024
2000000221,2024,7,W120739,26/07/2024
2000000222,2024,7,W120739,26/07/2024
2000000223,2024,7,W120739,26/07/2024
2000000224,2024,7,W120739,29/07/2024
2000000225,2024,7,W120739,29/07/2024
2000000226,2024,7,W120739,29/07/2024
2000000227,2024,7,W120739,29/07/2024
2000000228,2024,7,W120739,29/07/2024
2000000229,2024,7,W120739,29/07/2024
2000000230,2024,7,W120739,29/07/2024
2000000231,2024,7,W120739,29/07/2024
2000000232,2024,7,W120739,29/07/2024
2000000233,2024,7,W120739,29/07/2024
2000000234,2024,8,W120739,01/08/2024
2000000235,2024,8,W120739,09/08/2024
2000000236,2024,8,W120739,09/08/2024
2000000237,2024,8,W120739,09/08/2024
2000000238,2024,8,W120739,09/08/2024
2000000239,2024,8,W120739,09/08/2024
2000000240,2024,8,W120739,09/08/2024
2000000241,2024,8,W120739,09/08/2024
2000000242,2024,8,W120739,16/08/2024
2000000243,2024,8,W120739,16/08/2024
2000000244,2024,8,W120739,16/08/2024
2000000245,2024,8,W120732,21/08/2024
2000000246,2024,8,W120732,21/08/2024
2000000247,2024,8,W120732,21/08/2024
2000000248,2024,8,W120732,21/08/2024
2000000249,2024,8,W120739,27/08/2024
2000000250,2024,8,W120739,27/08/2024
2000000251,2024,8,W120739,27/08/2024
2000000252,2024,8,W120739,27/08/2024
2000000253,2024,8,W120739,28/08/2024
2000000254,2024,8,W120739,28/08/2024
2000000255,2024,8,W120739,28/08/2024
2000000256,2024,8,W120739,28/08/2024
2000000257,2024,8,W120739,28/08/2024
2000000258,2024,8,W120739,28/08/2024
2000000259,2024,8,W120739,28/08/2024
2000000260,2024,8,W120739,28/08/2024
2000000261,2024,9,W120739,04/09/2024
2000000262,2024,9,W120739,04/09/2024
2000000263,2024,9,W120739,11/09/2024
2000000264,2024,9,W120739,18/09/2024
2000000265,2024,9,W120739,18/09/2024
2000000266,2024,9,W120739,18/09/2024
2000000267,2024,9,W120739,25/09/2024
2000000268,2024,9,W120739,25/09/2024
2000000269,2024,9,W120739,25/09/2024
2000000270,2024,9,W120739,25/09/2024
2000000271,2024,9,W120739,25/09/2024
2000000272,2024,9,W120739,25/09/2024
2000000273,2024,9,W120739,25/09/2024
2000000274,2024,10,W120739,03/10/2024
2000000275,2024,10,W120739,03/10/2024
2000000276,2024,10,W120739,03/10/2024
2000000277,2024,10,W120739,03/10/2024
2000000278,2024,10,W120739,09/10/2024
2000000279,2024,10,W120739,09/10/2024
2000000280,2024,10,W120739,17/10/2024
2000000281,2024,10,W120739,17/10/2024
2000000282,2024,10,W120739,17/10/2024
2000000283,2024,10,W120739,25/10/2024
2000000284,2024,10,W120739,25/10/2024
2000000285,2024,10,W120739,25/10/2024
2000000286,2024,10,W120739,25/10/2024
2000000287,2024,10,W120739,25/10/2024
2000000288,2024,10,W120739,25/10/2024
2000000289,2024,10,W120739,25/10/2024
2000000290,2024,10,W120739,25/10/2024
2000000291,2024,10,W120739,25/10/2024
2000000292,2024,11,W120739,04/11/2024
2000000293,2024,11,W120739,07/11/2024
2000000294,2024,11,W120739,07/11/2024
2000000295,2024,11,W120739,07/11/2024
2000000296,2024,11,W120739,07/11/2024
2000000297,2024,11,W120739,07/11/2024
2000000298,2024,11,W120739,19/11/2024
2000000299,2024,11,W120739,19/11/2024
2000000300,2024,11,W120739,19/11/2024
2000000301,2024,11,W120739,19/11/2024
2000000302,2024,11,W120739,21/11/2024
2000000303,2024,11,W120739,21/11/2024
2000000304,2024,11,W120739,21/11/2024
2000000305,2024,11,W120739,21/11/2024
2000000306,2024,11,W120739,21/11/2024
2000000307,2024,11,W120739,21/11/2024
2000000308,2024,11,W120739,21/11/2024
2000000309,2024,11,W120739,21/11/2024
2000000310,2024,11,W120739,21/11/2024
2000000311,2024,11,W120739,21/11/2024
2000000312,2024,11,W120739,21/11/2024
2000000313,2024,11,W120739,21/11/2024
2000000314,2024,11,W120739,27/11/2024
2000000315,2024,11,W120739,27/11/2024
2000000316,2024,11,W120739,27/11/2024
2000000317,2024,11,W120739,27/11/2024
2000000318,2024,11,W120739,27/11/2024
2000000319,2024,11,W120739,27/11/2024
2000000320,2024,12,W120739,02/12/2024
2000000321,2024,12,W195003,05/12/2024
2000000322,2024,12,W195003,05/12/2024
2000000323,2024,12,W195003,05/12/2024
2000000324,2024,12,W195003,05/12/2024
2000000325,2024,12,W195003,24/12/2024
2000000326,2024,12,W195003,24/12/2024
2000000327,2024,12,W195003,24/12/2024
2000000328,2024,12,W195003,24/12/2024
2000000329,2024,12,W195003,24/12/2024
2000000330,2024,12,W195003,24/12/2024
2000000331,2024,12,W195003,24/12/2024
2000000332,2024,12,W195003,24/12/2024
2000000333,2024,12,W132996,03/01/2025
2000000334,2024,12,W132996,03/01/2025
2000000335,2024,12,W132996,03/01/2025
2000000336,2024,12,W132996,03/01/2025
2000000337,2024,12,W132996,03/01/2025
2000000338,2024,12,W132996,03/01/2025
2000000339,2024,12,W132996,03/01/2025
2000000340,2024,12,W132996,03/01/2025
2200000006,2024,1,LSMW_FF_FIN,03/01/2024
2200000007,2024,1,LSMW_FF_FIN,03/01/2024
2200000008,2024,1,LSMW_FF_FIN,03/01/2024
2200000009,2024,1,LSMW_FF_FIN,03/01/2024
2200000010,2024,1,LSMW_FF_FIN,03/01/2024
2200000011,2024,1,LSMW_FF_FIN,03/01/2024
2500000120,2024,1,W128794,16/01/2024
2500000121,2024,1,W128794,16/01/2024
2500000122,2024,1,W128794,16/01/2024
2500000123,2024,1,W128794,16/01/2024
2500000124,2024,1,W128794,16/01/2024
2500000125,2024,1,W128794,16/01/2024
2500000126,2024,1,W128794,16/01/2024
2500000127,2024,1,W128794,16/01/2024
2500000128,2024,1,W128794,16/01/2024
2500000129,2024,1,W128794,16/01/2024
2500000130,2024,1,W111037,26/01/2024
2500000131,2024,1,W128794,29/01/2024
2500000132,2024,1,W128794,29/01/2024
2500000133,2024,1,W128794,29/01/2024
2500000134,2024,1,W128794,29/01/2024
2500000135,2024,1,W128794,29/01/2024
2500000136,2024,1,W128794,29/01/2024
2500000137,2024,1,W128794,29/01/2024
2500000138,2024,1,W128794,29/01/2024
2500000139,2024,1,W128794,29/01/2024
2500000140,2024,1,W128794,29/01/2024
2500000141,2024,1,W128794,29/01/2024
2500000142,2024,1,W128794,30/01/2024
2500000143,2024,1,W128794,30/01/2024
2500000144,2024,2,W128794,09/02/2024
2500000145,2024,2,W128794,09/02/2024
2500000146,2024,2,W128794,09/02/2024
2500000147,2024,2,W128794,09/02/2024
2500000148,2024,2,W128794,09/02/2024
2500000149,2024,2,W128794,09/02/2024
2500000150,2024,2,W128794,09/02/2024
2500000151,2024,2,W128794,09/02/2024
2500000152,2024,2,W128794,09/02/2024
2500000153,2024,2,W128794,09/02/2024
2500000154,2024,2,W128794,09/02/2024
2500000155,2024,2,W128794,09/02/2024
2500000156,2024,2,W128794,09/02/2024
2500000157,2024,2,W128794,09/02/2024
2500000158,2024,2,W111037,27/02/2024
2500000159,2024,2,W128794,28/02/2024
2500000160,2024,2,W128794,28/02/2024
2500000161,2024,2,W128794,28/02/2024
2500000162,2024,2,W128794,28/02/2024
2500000163,2024,2,W128794,28/02/2024
2500000164,2024,2,W128794,28/02/2024
2500000165,2024,2,W128794,28/02/2024
2500000166,2024,2,W128794,28/02/2024
2500000167,2024,2,W128794,28/02/2024
2500000168,2024,2,W128794,28/02/2024
2500000169,2024,2,W128794,28/02/2024
2500000170,2024,2,W128794,28/02/2024
2500000171,2024,3,W128794,13/03/2024
2500000172,2024,3,W128794,13/03/2024
2500000173,2024,3,W128794,13/03/2024
2500000174,2024,3,W128794,13/03/2024
2500000175,2024,3,W128794,13/03/2024
2500000176,2024,3,W128794,13/03/2024
2500000177,2024,3,W128794,13/03/2024
2500000178,2024,3,W128794,13/03/2024
2500000179,2024,3,W128794,13/03/2024
2500000180,2024,3,W128794,13/03/2024
2500000181,2024,3,W128794,13/03/2024
2500000182,2024,3,W128794,13/03/2024
2500000183,2024,3,W128794,13/03/2024
2500000184,2024,3,W128794,26/03/2024
2500000185,2024,3,W128794,26/03/2024
2500000186,2024,3,W128794,26/03/2024
2500000187,2024,3,W128794,26/03/2024
2500000188,2024,3,W128794,26/03/2024
2500000189,2024,3,W128794,26/03/2024
2500000190,2024,3,W128794,26/03/2024
2500000191,2024,3,W128794,26/03/2024
2500000192,2024,3,W111037,26/03/2024
2500000193,2024,4,W128794,09/04/2024
2500000194,2024,4,W128794,09/04/2024
2500000195,2024,4,W128794,09/04/2024
2500000196,2024,4,W128794,09/04/2024
2500000197,2024,4,W128794,09/04/2024
2500000198,2024,4,W128794,09/04/2024
2500000199,2024,4,W128794,09/04/2024
2500000200,2024,4,W128794,09/04/2024
2500000201,2024,4,W128794,09/04/2024
2500000202,2024,4,W111037,23/04/2024
2500000203,2024,4,W128794,25/04/2024
2500000204,2024,4,W128794,25/04/2024
2500000205,2024,4,W128794,25/04/2024
2500000206,2024,4,W128794,25/04/2024
2500000207,2024,4,W128794,25/04/2024
2500000208,2024,4,W128794,25/04/2024
2500000209,2024,4,W128794,25/04/2024
2500000210,2024,5,W191062,10/05/2024
2500000211,2024,5,W191062,10/05/2024
2500000212,2024,5,W191062,10/05/2024
2500000213,2024,5,W191062,10/05/2024
2500000214,2024,5,W191062,10/05/2024
2500000215,2024,5,W191062,10/05/2024
2500000216,2024,5,W191062,10/05/2024
2500000217,2024,5,W191062,21/05/2024
2500000218,2024,5,W111037,27/05/2024
2500000219,2024,5,W191062,28/05/2024
2500000220,2024,5,W191062,28/05/2024
2500000221,2024,5,W191062,28/05/2024
2500000222,2024,5,W191062,28/05/2024
2500000223,2024,5,W191062,28/05/2024
2500000224,2024,5,W191062,28/05/2024
2500000225,2024,5,W191062,28/05/2024
2500000226,2024,5,W191062,28/05/2024
2500000227,2024,5,W191062,28/05/2024
2500000228,2024,5,W191062,28/05/2024
2500000229,2024,6,W191062,13/06/2024
2500000230,2024,6,W191062,17/06/2024
2500000231,2024,6,W191062,17/06/2024
2500000232,2024,6,W191062,17/06/2024
2500000233,2024,6,W191062,17/06/2024
2500000234,2024,6,W191062,17/06/2024
2500000235,2024,6,W191062,17/06/2024
2500000236,2024,6,W191062,17/06/2024
2500000237,2024,6,W191062,17/06/2024
2500000238,2024,6,W191062,17/06/2024
2500000239,2024,6,W191062,17/06/2024
2500000240,2024,6,W111037,25/06/2024
2500000241,2024,6,W191062,25/06/2024
2500000242,2024,7,W191062,09/07/2024
2500000243,2024,7,W191062,09/07/2024
2500000244,2024,7,W111037,24/07/2024
2500000245,2024,8,W139415,20/08/2024
2500000246,2024,8,W139415,26/08/2024
2500000247,2024,8,W191062,26/08/2024
2500000248,2024,9,W191062,10/09/2024
2500000249,2024,9,W139415,11/09/2024
2500000250,2024,9,W139415,25/09/2024
2500000251,2024,9,W191062,26/09/2024
2500000252,2024,9,W191062,27/09/2024
2500000253,2024,10,W191062,10/10/2024
2500000254,2024,10,W139415,10/10/2024
2500000255,2024,10,W191062,10/10/2024
2500000256,2024,10,W194035,25/10/2024
2500000257,2024,10,W191062,28/10/2024
2500000258,2024,11,W194035,08/11/2024
2500000259,2024,11,EXPLOIT$U,10/11/2024
2500000260,2024,11,W194035,26/11/2024
2500000261,2024,11,W191062,27/11/2024
2500000262,2024,11,W194035,27/11/2024
2500000263,2024,11,W194035,27/11/2024
2500000264,2024,12,EXPLOIT$U,10/12/2024
2500000265,2024,12,W194035,13/12/2024
2500000266,2024,12,W194035,24/12/2024
2500000267,2024,12,W191062,26/12/2024
4000000050,2024,1,EXPLOIT$U,04/01/2024
4000000051,2024,1,W132268,09/01/2024
4000000052,2024,1,EXPLOIT$U,23/01/2024
4000000053,2024,1,EXPLOIT$U,23/01/2024
4000000054,2024,2,W132268,02/02/2024
4000000055,2024,2,EXPLOIT$U,02/02/2024
4000000056,2024,2,EXPLOIT$U,05/02/2024
4000000057,2024,2,EXPLOIT$U,05/02/2024
4000000058,2024,2,EXPLOIT$U,05/02/2024
4000000059,2024,2,EXPLOIT$U,05/02/2024
4000000060,2024,2,EXPLOIT$U,05/02/2024
4000000061,2024,2,EXPLOIT$U,05/02/2024
4000000062,2024,2,EXPLOIT$U,05/02/2024
4000000063,2024,2,EXPLOIT$U,05/02/2024
4000000064,2024,2,EXPLOIT$U,05/02/2024
4000000065,2024,3,EXPLOIT$U,21/03/2024
4000000066,2024,3,EXPLOIT$U,21/03/2024
4000000067,2024,3,EXPLOIT$U,21/03/2024
4000000068,2024,4,EXPLOIT$U,03/04/2024
4000000069,2024,4,EXPLOIT$U,03/04/2024
4000000070,2024,4,EXPLOIT$U,04/04/2024
4000000071,2024,4,EXPLOIT$U,04/04/2024
4000000072,2024,4,EXPLOIT$U,04/04/2024
4000000073,2024,4,EXPLOIT$U,04/04/2024
4000000074,2024,4,EXPLOIT$U,05/04/2024
4000000075,2024,4,EXPLOIT$U,05/04/2024
4000000076,2024,4,EXPLOIT$U,05/04/2024
4000000077,2024,4,W132268,05/04/2024
4000000078,2024,4,EXPLOIT$U,16/04/2024
4000000079,2024,4,W132268,22/04/2024
4000000080,2024,4,W132268,23/04/2024
4000000081,2024,5,EXPLOIT$U,09/05/2024
4000000082,2024,5,EXPLOIT$U,09/05/2024
4000000083,2024,5,EXPLOIT$U,09/05/2024
4000000084,2024,5,EXPLOIT$U,14/05/2024
4000000085,2024,5,W132268,20/05/2024
4000000086,2024,5,EXPLOIT$U,22/05/2024
4000000087,2024,6,EXPLOIT$U,03/06/2024
4000000088,2024,6,W132268,05/06/2024
4000000089,2024,6,W132268,05/06/2024
4000000090,2024,6,EXPLOIT$U,05/06/2024
4000000091,2024,6,EXPLOIT$U,05/06/2024
4000000092,2024,6,EXPLOIT$U,05/06/2024
4000000093,2024,6,EXPLOIT$U,05/06/2024
4000000094,2024,6,EXPLOIT$U,05/06/2024
4000000095,2024,6,EXPLOIT$U,05/06/2024
4000000096,2024,6,EXPLOIT$U,05/06/2024
4000000097,2024,6,W132268,06/06/2024
4000000098,2024,6,EXPLOIT$U,10/06/2024
4000000099,2024,6,EXPLOIT$U,12/06/2024
4000000100,2024,6,EXPLOIT$U,12/06/2024
4000000101,2024,6,EXPLOIT$U,12/06/2024
4000000102,2024,6,EXPLOIT$U,12/06/2024
4000000103,2024,6,EXPLOIT$U,12/06/2024
4000000104,2024,6,EXPLOIT$U,12/06/2024
4000000105,2024,7,EXPLOIT$U,04/07/2024
4000000106,2024,7,EXPLOIT$U,09/07/2024
4000000107,2024,7,EXPLOIT$U,09/07/2024
4000000108,2024,7,EXPLOIT$U,11/07/2024
4000000109,2024,7,EXPLOIT$U,18/07/2024
4000000110,2024,7,EXPLOIT$U,18/07/2024
4000000111,2024,7,EXPLOIT$U,22/07/2024
4000000112,2024,8,EXPLOIT$U,02/08/2024
4000000113,2024,8,EXPLOIT$U,05/08/2024
4000000114,2024,8,EXPLOIT$U,05/08/2024
4000000115,2024,8,EXPLOIT$U,12/08/2024
4000000116,2024,8,EXPLOIT$U,14/08/2024
4000000117,2024,8,EXPLOIT$U,20/08/2024
4000000118,2024,8,W132268,26/08/2024
4000000119,2024,9,EXPLOIT$U,04/09/2024
4000000120,2024,9,W132268,11/09/2024
4000000121,2024,9,EXPLOIT$U,16/09/2024
4000000122,2024,9,EXPLOIT$U,19/09/2024
4000000123,2024,10,NCC_FF_LOG5,02/10/2024
4000000124,2024,10,NCC_FF_LOG5,02/10/2024
4000000125,2024,10,NCC_FF_LOG5,02/10/2024
4000000126,2024,10,EXPLOIT$U,07/10/2024
4000000127,2024,10,EXPLOIT$U,07/10/2024
4000000128,2024,10,EXPLOIT$U,07/10/2024
4000000129,2024,10,EXPLOIT$U,08/10/2024
4000000130,2024,10,W132268,22/10/2024
4000000131,2024,10,EXPLOIT$U,24/10/2024
4000000132,2024,10,EXPLOIT$U,24/10/2024
4000000133,2024,10,EXPLOIT$U,24/10/2024
4000000134,2024,11,EXPLOIT$U,04/11/2024
4000000135,2024,11,EXPLOIT$U,04/11/2024
4000000136,2024,11,EXPLOIT$U,11/11/2024
